"Year","Campus","Degrees",
"2011","8159","0",
"2011","8175","5",
"2011","8200","7",
"2011","8223","4",
"2011","8500","7",
"2011","8528","4",
"2011","8541","2",
"2011","8573","0",
"2011","8590","0",
"2011","8687","8",
"2011","8728","1",
"2011","8894","7",
"2011","8927","8",
"2011","9033","4",
"2011","9131","9",
"2011","9243","0",
"2011","9260","7",
"2011","9351","7",
"2011","9404","4",
"2011","9435","8",
"2011","9503","8",
"2011","9615","7",
"2011","9640","3",
"2011","9655","0",
"2011","9729","7",
"2011","9846","1",
"2011","9882","2",
"2011","9913","2",
"2011","9925","4",
"2012","47","9",
"2012","80","2",
"2012","121","7",
"2012","151","5",
"2012","158","3",
"2012","280","6",
"2012","328","8",
"2012","330","2",
"2012","341","9",
"2012","534","0",
"2012","616","4",
"2012","659","3",
"2012","691","7",
"2012","783","6",
"2012","882","9",
"2012","1012","7",
"2012","1100","5",
"2012","1158","8",
"2012","1244","0",
"2012","1248","8",
"2012","1257","9",
"2012","1385","3",
"2012","1430","8",
"2012","1454","1",
"2012","1464","0",
"2012","1582","3",
"2012","1606","2",
"2012","1889","4",
"2012","1899","7",
"2012","1987","5",
"2012","2094","7",
"2012","2097","2",
"2012","2145","8",
"2012","2151","2",
"2012","2283","7",
"2012","2357","8",
"2012","2408","7",
"2012","2580","2",
"2012","2585","9",
"2012","2587","9",
"2012","2610","3",
"2012","2699","7",
"2012","2739","2",
"2012","2808","3",
"2012","2825","5",
"2012","2871","4",
"2012","2874","0",
"2012","2897","3",
"2012","2954","9",
"2012","3028","5",
"2012","3081","1",
"2012","3097","0",
"2012","3187","4",
"2012","3230","0",
"2012","3273","9",
"2012","3290","7",
"2012","3314","3",
"2012","3440","0",
"2012","3444","4",
"2012","3445","9",
"2012","3496","5",
"2012","3525","4",
"2012","3535","3",
"2012","3562","4",
"2012","3600","5",
"2012","3615","7",
"2012","3642","4",
"2012","3720","6",
"2012","3778","9",
"2012","3840","9",
"2012","3895","5",
"2012","3917","0",
"2012","3937","0",
"2012","3948","4",
"2012","3955","5",
"2012","3997","2",
"2012","4179","8",
"2012","4244","5",
"2012","4297","1",
"2012","4378","2",
"2012","4414","8",
"2012","4476","7",
"2012","4606","7",
"2012","4693","8",
"2012","4744","9",
"2012","4755","6",
"2012","4927","4",
"2012","4949","6",
"2012","4984","5",
"2012","5130","7",
"2012","5154","5",
"2012","5188","9",
"2012","5260","0",
"2012","5295","9",
"2012","5313","2",
"2012","5314","2",
"2012","5433","5",
"2012","5492","5",
"2012","5693","6",
"2012","5704","2",
"2012","5724","0",
"2012","5743","1",
"2012","5748","6",
"2012","5788","9",
"2012","5890","1",
"2012","5918","1",
"2012","5959","3",
"2012","5975","7",
"2012","6022","2",
"2012","6062","2",
"2012","6085","8",
"2012","6092","1",
"2012","6136","1",
"2012","6152","0",
"2012","6162","3",
"2012","6315","0",
"2012","6319","9",
"2012","6427","5",
"2012","6534","8",
"2012","6546","5",
"2012","6548","8",
"2012","6635","3",
"2012","6882","4",
"2012","6900","0",
"2012","6948","4",
"2012","6982","3",
"2012","7016","6",
"2012","7121","3",
"2012","7185","8",
"2012","7223","6",
"2012","7287","5",
"2012","7301","1",
"2012","7331","3",
"2012","7390","3",
"2012","7420","9",
"2012","7476","6",
"2012","7486","0",
"2012","7709","6",
"2012","7768","1",
"2012","7800","7",
"2012","7804","1",
"2012","7823","8",
"2012","7879","8",
"2012","7903","8",
"2012","7929","9",
"2012","7969","4",
"2012","7979","2",
"2012","7984","6",
"2012","8018","0",
"2012","8024","0",
"2012","8154","3",
"2012","8157","2",
"2012","8327","6",
"2012","8348","9",
"2012","8421","2",
"2012","8463","0",
"2012","8471","3",
"2012","8475","9",
"2012","8508","2",
"2012","8627","8",
"2012","8694","9",
"2012","8784","5",
"2012","8861","0",
"2012","8887","9",
"2012","8939","3",
"2012","8955","7",
"2012","9022","4",
"2012","9029","9",
"2012","9096","4",
"2012","9098","1",
"2012","9107","0",
"2012","9323","4",
"2012","9385","2",
"2012","9417","5",
"2012","9436","4",
"2012","9462","2",
"2012","9472","5",
"2012","9505","7",
"2012","9512","1",
"2012","9516","0",
"2012","9610","9",
"2012","9624","4",
"2012","9714","0",
"2012","9835","1",
"2012","9909","3",
"2013","41","9",
"2013","235","4",
"2013","533","4",
"2013","572","4",
"2013","589","1",
"2013","594","3",
"2013","618","4",
"2013","638","0",
"2013","710","8",
"2013","715","7",
"2013","923","4",
"2013","944","3",
"2013","1009","7",
"2013","1043","0",
"2013","1054","5",
"2013","1111","0",
"2013","1156","3",
"2013","1188","3",
"2013","1221","4",
"2013","1232","4",
"2013","1234","6",
"2013","1246","7",
"2013","1259","5",
"2013","1268","1",
"2013","1326","7",
"2013","1338","7",
"2013","1370","4",
"2013","1392","3",
"2013","1448","1",
"2013","1507","9",
"2013","1589","5",
"2013","1631","1",
"2013","1680","6",
"2013","1681","7",
"2013","1725","3",
"2013","1766","2",
"2013","1941","4",
"2013","1962","3",
"2013","1964","0",
"2013","2012","4",
"2013","2037","4",
"2013","2153","1",
"2013","2156","4",
"2013","2187","6",
"2013","2363","1",
"2013","2460","3",
"2013","2503","5",
"2013","2514","4",
"2013","2532","4",
"2013","2592","6",
"2013","2619","2",
"2013","2621","3",
"2013","2664","0",
"2013","2671","8",
"2013","2694","4",
"2013","2729","3",
"2013","2759","6",
"2013","2801","4",
"2013","2803","8",
"2013","2846","4",
"2013","2880","1",
"2013","2941","3",
"2013","2980","4",
"2013","2985","0",
"2013","3320","5",
"2013","3368","5",
"2013","3398","6",
"2013","3460","8",
"2013","3614","0",
"2013","3644","2",
"2013","3652","2",
"2013","3745","6",
"2013","3799","2",
"2013","3835","1",
"2013","3859","5",
"2013","3872","8",
"2013","3913","4",
"2013","3954","7",
"2013","3973","3",
"2013","3981","7",
"2013","4097","0",
"2013","4155","6",
"2013","4165","1",
"2013","4271","0",
"2013","4275","2",
"2013","4374","8",
"2013","4422","0",
"2013","4446","8",
"2013","4611","6",
"2013","4622","2",
"2013","4627","9",
"2013","4682","2",
"2013","4702","4",
"2013","4723","6",
"2013","4775","6",
"2013","4830","1",
"2013","4838","3",
"2013","4845","9",
"2013","4960","7",
"2013","4997","1",
"2013","5016","9",
"2013","5035","4",
"2013","5138","3",
"2013","5160","2",
"2013","5183","5",
"2013","5293","8",
"2013","5334","4",
"2013","5405","0",
"2013","5409","0",
"2013","5468","4",
"2013","5565","4",
"2013","5569","1",
"2013","5629","7",
"2013","5646","1",
"2013","5657","9",
"2013","5688","2",
"2013","5689","6",
"2013","5745","2",
"2013","5800","1",
"2013","5806","6",
"2013","5823","7",
"2013","5880","3",
"2013","5909","6",
"2013","5912","4",
"2013","5935","5",
"2013","6043","3",
"2013","6175","0",
"2013","6182","4",
"2013","6257","8",
"2013","6320","2",
"2013","6497","4",
"2013","6532","2",
"2013","6599","3",
"2013","6649","6",
"2013","6667","1",
"2013","6708","7",
"2013","6743","5",
"2013","6817","2",
"2013","6885","5",
"2013","6911","1",
"2013","6946","5",
"2013","7005","2",
"2013","7290","3",
"2013","7343","9",
"2013","7433","1",
"2013","7641","8",
"2013","7674","6",
"2013","7707","0",
"2013","7728","4",
"2013","7786","4",
"2013","7802","2",
"2013","7848","0",
"2013","7915","0",
"2013","8021","3",
"2013","8035","7",
"2013","8068","9",
"2013","8070","0",
"2013","8082","0",
"2013","8089","5",
"2013","8129","5",
"2013","8141","4",
"2013","8320","3",
"2013","8382","9",
"2013","8487","4",
"2013","8553","2",
"2013","8696","4",
"2013","8848","7",
"2013","8884","4",
"2013","8920","4",
"2013","8921","3",
"2013","8945","4",
"2013","9017","5",
"2013","9094","3",
"2013","9172","9",
"2013","9182","1",
"2013","9192","4",
"2013","9215","0",
"2013","9262","4",
"2013","9513","4",
"2013","9520","4",
"2013","9521","1",
"2013","9578","4",
"2013","9606","3",
"2013","9644","7",
"2013","9682","3",
"2013","9764","9",
"2013","9898","9",
"2013","9994","5",
"2014","2","5",
"2014","140","0",
"2014","224","1",
"2014","225","3",
"2014","295","4",
"2014","318","2",
"2014","384","4",
"2014","547","3",
"2014","693","2",
"2014","726","6",
"2014","740","2",
"2014","760","4",
"2014","798","0",
"2014","859","1",
"2014","928","0",
"2014","958","1",
"2014","975","1",
"2014","979","4",
"2014","1035","5",
"2014","1052","7",
"2014","1076","2",
"2014","1251","4",
"2014","1289","6",
"2014","1399","2",
"2014","1439","5",
"2014","1497","0",
"2014","1823","2",
"2014","2001","9",
"2014","2022","4",
"2014","2133","0",
"2014","2138","8",
"2014","2185","3",
"2014","2246","3",
"2014","2271","5",
"2014","2327","5",
"2014","2352","1",
"2014","2411","4",
"2014","2417","6",
"2014","2426","1",
"2014","2428","8",
"2014","2464","4",
"2014","2488","9",
"2014","2498","0",
"2014","2509","0",
"2014","2543","8",
"2014","2562","4",
"2014","2596","0",
"2014","2710","6",
"2014","2723","7",
"2014","2745","8",
"2014","2811","6",
"2014","2814","8",
"2014","2844","9",
"2014","2910","2",
"2014","3037","7",
"2014","3136","0",
"2014","3318","3",
"2014","3343","7",
"2014","3370","8",
"2014","3421","9",
"2014","3454","5",
"2014","3461","7",
"2014","3490","7",
"2014","3491","4",
"2014","3501","2",
"2014","3639","5",
"2014","3688","5",
"2014","3698","9",
"2014","3704","3",
"2014","3898","4",
"2014","3936","1",
"2014","3949","5",
"2014","3961","3",
"2014","4003","1",
"2014","4081","0",
"2014","4092","1",
"2014","4109","9",
"2014","4119","7",
"2014","4229","9",
"2014","4344","6",
"2014","4410","7",
"2014","4429","4",
"2014","4453","2",
"2014","4539","4",
"2014","4558","2",
"2014","4562","0",
"2014","4563","7",
"2014","4571","1",
"2014","4593","2",
"2014","4619","2",
"2014","4664","4",
"2014","4870","7",
"2014","4879","9",
"2014","4897","8",
"2014","4928","3",
"2014","4970","2",
"2014","5042","8",
"2014","5055","9",
"2014","5142","3",
"2014","5157","1",
"2014","5222","7",
"2014","5241","3",
"2014","5373","0",
"2014","5422","6",
"2014","5489","6",
"2014","5523","5",
"2014","5625","9",
"2014","5655","7",
"2014","5675","3",
"2014","5702","6",
"2014","5725","0",
"2014","5783","6",
"2014","5851","0",
"2014","5870","0",
"2014","5875","7",
"2014","5943","2",
"2014","5944","5",
"2014","5960","2",
"2014","5988","9",
"2014","5996","4",
"2014","6053","7",
"2014","6184","2",
"2014","6202","3",
"2014","6233","4",
"2014","6310","0",
"2014","6318","5",
"2014","6395","5",
"2014","6510","3",
"2014","6696","0",
"2014","6698","7",
"2014","6802","1",
"2014","6865","5",
"2014","6983","2",
"2014","7008","5",
"2014","7030","3",
"2014","7056","4",
"2014","7145","1",
"2014","7158","6",
"2014","7199","3",
"2014","7264","8",
"2014","7311","0",
"2014","7385","5",
"2014","7419","2",
"2014","7498","4",
"2014","7548","8",
"2014","7549","3",
"2014","7608","6",
"2014","7615","3",
"2014","7748","5",
"2014","7765","6",
"2014","7913","8",
"2014","7919","8",
"2014","8073","9",
"2014","8109","0",
"2014","8142","4",
"2014","8273","3",
"2014","8314","2",
"2014","8383","9",
"2014","8394","2",
"2014","8444","0",
"2014","8466","1",
"2014","8496","2",
"2014","8510","3",
"2014","8593","0",
"2014","8610","4",
"2014","8617","0",
"2014","8622","2",
"2014","8665","8",
"2014","8679","7",
"2014","8683","3",
"2014","8685","4",
"2014","8734","5",
"2014","8743","1",
"2014","8753","1",
"2014","8893","5",
"2014","8999","7",
"2014","9037","9",
"2014","9087","7",
"2014","9138","8",
"2014","9190","7",
"2014","9230","7",
"2014","9270","1",
"2014","9304","0",
"2014","9306","3",
"2014","9326","0",
"2014","9394","1",
"2014","9412","5",
"2014","9476","8",
"2014","9478","0",
"2014","9594","3",
"2014","9616","6",
"2014","9715","9",
"2014","9749","1",
"2014","9792","2",
"2014","9860","0",
"2014","9960","5",
"2015","70","3",
"2015","87","3",
"2015","180","5",
"2015","214","5",
"2015","267","8",
"2015","425","1",
"2015","494","4",
"2015","604","3",
"2015","619","7",
"2015","733","5",
"2015","746","4",
"2015","768","9",
"2015","794","0",
"2015","795","6",
"2015","818","8",
"2015","861","8",
"2015","862","1",
"2015","961","6",
"2015","1066","7",
"2015","1086","1",
"2015","1107","7",
"2015","1170","6",
"2015","1217","5",
"2015","1324","5",
"2015","1332","2",
"2015","1353","1",
"2015","1386","6",
"2015","1411","6",
"2015","1423","6",
"2015","1437","8",
"2015","1446","7",
"2015","1615","2",
"2015","1671","6",
"2015","1770","0",
"2015","1829","7",
"2015","1835","3",
"2015","1968","1",
"2015","2284","7",
"2015","2314","3",
"2015","2339","6",
"2015","2346","5",
"2015","2362","0",
"2015","2381","1",
"2015","2520","2",
"2015","2603","7",
"2015","2763","7",
"2015","2773","0",
"2015","2863","2",
"2015","2977","7",
"2015","3057","4",
"2015","3069","2",
"2015","3241","4",
"2015","3317","2",
"2015","3327","1",
"2015","3347","6",
"2015","3364","1",
"2015","3378","8",
"2015","3405","8",
"2015","3553","8",
"2015","3765","4",
"2015","3774","3",
"2015","3812","4",
"2015","3953","8",
"2015","4044","0",
"2015","4053","9",
"2015","4113","1",
"2015","4402","8",
"2015","4477","9",
"2015","4520","2",
"2015","4610","7",
"2015","4673","6",
"2015","4681","9",
"2015","4684","7",
"2015","4706","8",
"2015","4715","3",
"2015","4732","7",
"2015","4752","3",
"2015","4833","2",
"2015","4843","0",
"2015","4926","2",
"2015","4983","8",
"2015","5009","8",
"2015","5041","1",
"2015","5080","7",
"2015","5091","3",
"2015","5105","6",
"2015","5159","2",
"2015","5203","6",
"2015","5280","2",
"2015","5291","3",
"2015","5321","3",
"2015","5331","2",
"2015","5357","4",
"2015","5398","8",
"2015","5416","7",
"2015","5436","6",
"2015","5499","8",
"2015","5566","0",
"2015","5587","6",
"2015","5640","2",
"2015","5651","6",
"2015","5660","0",
"2015","5774","1",
"2015","5820","8",
"2015","5858","7",
"2015","5863","4",
"2015","5899","1",
"2015","5955","6",
"2015","5999","9",
"2015","6050","3",
"2015","6055","4",
"2015","6223","7",
"2015","6285","4",
"2015","6346","1",
"2015","6348","8",
"2015","6367","5",
"2015","6405","0",
"2015","6429","8",
"2015","6662","4",
"2015","6664","9",
"2015","6677","7",
"2015","7031","2",
"2015","7135","3",
"2015","7183","3",
"2015","7194","6",
"2015","7212","1",
"2015","7216","2",
"2015","7328","8",
"2015","7541","6",
"2015","7724","7",
"2015","7781","1",
"2015","7809","8",
"2015","7819","6",
"2015","7904","2",
"2015","8048","6",
"2015","8095","6",
"2015","8099","5",
"2015","8424","5",
"2015","8491","2",
"2015","8542","8",
"2015","8621","8",
"2015","8664","6",
"2015","8684","0",
"2015","8695","3",
"2015","8705","2",
"2015","8719","5",
"2015","8738","7",
"2015","8741","6",
"2015","8834","6",
"2015","9072","5",
"2015","9140","5",
"2015","9186","7",
"2015","9203","9",
"2015","9207","7",
"2015","9209","7",
"2015","9265","7",
"2015","9392","9",
"2015","9401","3",
"2015","9493","1",
"2015","9522","9",
"2015","9528","9",
"2015","9533","4",
"2015","9601","2",
"2015","9653","8",
"2015","9669","4",
"2015","9746","3",
"2015","9804","2",
"2015","9820","9",
"2015","9927","4",
"2016","90","8",
"2016","106","3",
"2016","129","7",
"2016","160","2",
"2016","175","6",
"2016","373","5",
"2016","408","6",
"2016","466","9",
"2016","493","1",
"2016","622","9",
"2016","643","4",
"2016","694","7",
"2016","757","0",
"2016","761","2",
"2016","808","6",
"2016","842","7",
"2016","865","6",
"2016","888","8",
"2016","921","1",
"2016","959","5",
"2016","1005","4",
"2016","1010","7",
"2016","1073","9",
"2016","1130","6",
"2016","1167","6",
"2016","1199","8",
"2016","1212","7",
"2016","1272","9",
"2016","1337","3",
"2016","1459","1",
"2016","1466","3",
"2016","1485","1",
"2016","1505","9",
"2016","1536","2",
"2016","1623","4",
"2016","1714","9",
"2016","1732","2",
"2016","1733","2",
"2016","1976","1",
"2016","1980","1",
"2016","2136","0",
"2016","2182","3",
"2016","2308","6",
"2016","2323","2",
"2016","2490","4",
"2016","2522","8",
"2016","2573","1",
"2016","2662","8",
"2016","2722","3",
"2016","2725","4",
"2016","2730","1",
"2016","2822","9",
"2016","3015","4",
"2016","3040","3",
"2016","3052","6",
"2016","3096","6",
"2016","3165","2",
"2016","3244","7",
"2016","3338","7",
"2016","3424","4",
"2016","3427","1",
"2016","3447","0",
"2016","3465","8",
"2016","3523","8",
"2016","3603","5",
"2016","3607","4",
"2016","3623","0",
"2016","3699","3",
"2016","3730","3",
"2016","3731","0",
"2016","3740","3",
"2016","3741","7",
"2016","3783","2",
"2016","3829","4",
"2016","3882","2",
"2016","4082","4",
"2016","4233","3",
"2016","4283","0",
"2016","4448","0",
"2016","4474","1",
"2016","4534","4",
"2016","4600","8",
"2016","4658","2",
"2016","4700","8",
"2016","4735","4",
"2016","4827","9",
"2016","5087","4",
"2016","5166","2",
"2016","5211","5",
"2016","5258","5",
"2016","5269","1",
"2016","5288","4",
"2016","5335","6",
"2016","5390","2",
"2016","5534","7",
"2016","5596","6",
"2016","5635","8",
"2016","5662","9",
"2016","5670","4",
"2016","5720","2",
"2016","5799","5",
"2016","5802","4",
"2016","5838","6",
"2016","6044","5",
"2016","6232","5",
"2016","6241","5",
"2016","6324","8",
"2016","6347","8",
"2016","6383","8",
"2016","6385","9",
"2016","6399","2",
"2016","6428","6",
"2016","6457","7",
"2016","6462","1",
"2016","6493","8",
"2016","6524","8",
"2016","6571","4",
"2016","6666","8",
"2016","6691","1",
"2016","6693","3",
"2016","6774","6",
"2016","6784","0",
"2016","6871","6",
"2016","6901","5",
"2016","6914","6",
"2016","6933","1",
"2016","6951","2",
"2016","6965","6",
"2016","7052","7",
"2016","7088","3",
"2016","7130","0",
"2016","7137","7",
"2016","7141","7",
"2016","7146","0",
"2016","7279","3",
"2016","7329","0",
"2016","7378","2",
"2016","7470","7",
"2016","7494","4",
"2016","7559","6",
"2016","7655","6",
"2016","7690","8",
"2016","8011","2",
"2016","8016","6",
"2016","8023","9",
"2016","8090","9",
"2016","8216","2",
"2016","8308","1",
"2016","8331","0",
"2016","8398","7",
"2016","8474","8",
"2016","8677","4",
"2016","8826","6",
"2016","8872","6",
"2016","8879","3",
"2016","8989","9",
"2016","9005","8",
"2016","9014","9",
"2016","9061","7",
"2016","9083","5",
"2016","9088","5",
"2016","9104","8",
"2016","9130","6",
"2016","9155","6",
"2016","9173","6",
"2016","9274","8",
"2016","9321","1",
"2016","9370","4",
"2016","9467","9",
"2016","9560","1",
"2016","9623","7",
"2016","9697","2",
"2016","9745","5",
"2016","9834","3",
"2016","9869","2",
"2016","9964","2",
"2017","56","6",
"2017","192","5",
"2017","236","3",
"2017","263","3",
"2017","446","7",
"2017","472","6",
"2017","575","4",
"2017","624","9",
"2017","714","3",
"2017","807","0",
"2017","897","0",
"2017","966","7",
"2017","1070","2",
"2017","1115","2",
"2017","1183","8",
"2017","1260","8",
"2017","1287","7",
"2017","1355","2",
"2017","1383","7",
"2017","1402","2",
"2017","1434","0",
"2017","1445","3",
"2017","1699","9",
"2017","1761","7",
"2017","1786","6",
"2017","1819","8",
"2017","1896","2",
"2017","1969","6",
"2017","1986","7",
"2017","2060","6",
"2017","2168","5",
"2017","2197","5",
"2017","2234","7",
"2017","2351","9",
"2017","2392","4",
"2017","2405","5",
"2017","2429","9",
"2017","2518","4",
"2017","2669","1",
"2017","2675","3",
"2017","2678","7",
"2017","2707","8",
"2017","2708","0",
"2017","2789","9",
"2017","2926","6",
"2017","2979","2",
"2017","2987","1",
"2017","3011","3",
"2017","3035","7",
"2017","3036","4",
"2017","3062","3",
"2017","3156","4",
"2017","3225","0",
"2017","3274","2",
"2017","3369","2",
"2017","3395","4",
"2017","3476","2",
"2017","3539","7",
"2017","3556","1",
"2017","3572","8",
"2017","3592","5",
"2017","3604","1",
"2017","3712","4",
"2017","3727","9",
"2017","3821","3",
"2017","3828","5",
"2017","3830","4",
"2017","3897","7",
"2017","3996","9",
"2017","4063","0",
"2017","4093","3",
"2017","4110","3",
"2017","4170","0",
"2017","4201","1",
"2017","4286","2",
"2017","4302","1",
"2017","4324","1",
"2017","4400","3",
"2017","4494","9",
"2017","4751","9",
"2017","4817","2",
"2017","4818","6",
"2017","4993","4",
"2017","5096","2",
"2017","5101","5",
"2017","5150","6",
"2017","5277","6",
"2017","5318","4",
"2017","5380","7",
"2017","5428","6",
"2017","5533","4",
"2017","5556","1",
"2017","5683","2",
"2017","5703","3",
"2017","5714","9",
"2017","5730","4",
"2017","5752","5",
"2017","5808","2",
"2017","5966","5",
"2017","5987","4",
"2017","6081","3",
"2017","6157","9",
"2017","6225","3",
"2017","6252","5",
"2017","6316","9",
"2017","6335","3",
"2017","6453","9",
"2017","6477","4",
"2017","6516","6",
"2017","6638","2",
"2017","6687","1",
"2017","6720","4",
"2017","6793","9",
"2017","6803","8",
"2017","6905","5",
"2017","6968","3",
"2017","7027","8",
"2017","7070","1",
"2017","7105","2",
"2017","7190","4",
"2017","7215","8",
"2017","7297","6",
"2017","7365","0",
"2017","7384","9",
"2017","7436","0",
"2017","7462","7",
"2017","7511","1",
"2017","7563","2",
"2017","7838","8",
"2017","7995","0",
"2017","8028","5",
"2017","8079","1",
"2017","8105","5",
"2017","8136","4",
"2017","8305","9",
"2017","8316","1",
"2017","8361","8",
"2017","8369","4",
"2017","8374","1",
"2017","8418","4",
"2017","8433","1",
"2017","8550","7",
"2017","8669","6",
"2017","8748","4",
"2017","8776","7",
"2017","8810","3",
"2017","8838","3",
"2017","8866","5",
"2017","8899","3",
"2017","8913","6",
"2017","8938","0",
"2017","8949","6",
"2017","8997","2",
"2017","9141","8",
"2017","9151","7",
"2017","9162","1",
"2017","9206","6",
"2017","9229","8",
"2017","9240","3",
"2017","9341","5",
"2017","9389","7",
"2017","9455","6",
"2017","9479","5",
"2017","9506","9",
"2017","9517","8",
"2017","9597","1",
"2017","9612","5",
"2017","9636","3",
"2017","9786","1",
"2017","9806","2",
"2017","9864","0",
"2017","9868","4",
"2017","9939","6",
"2017","9962","7",
"2017","9982","4",
"2017","9996","4",
"2018","28","1",
"2018","77","6",
"2018","107","5",
"2018","117","0",
"2018","269","3",
"2018","423","5",
"2018","477","1",
"2018","611","1",
"2018","656","2",
"2018","755","9",
"2018","853","8",
"2018","868","2",
"2018","934","4",
"2018","1064","9",
"2018","1104","9",
"2018","1114","4",
"2018","1211","7",
"2018","1235","8",
"2018","1242","5",
"2018","1262","7",
"2018","1457","5",
"2018","1484","6",
"2018","1522","5",
"2018","1546","4",
"2018","1643","2",
"2018","1731","7",
"2018","1758","1",
"2018","1799","2",
"2018","1800","1",
"2018","1839","7",
"2018","1844","0",
"2018","1848","7",
"2018","1887","2",
"2018","2016","1",
"2018","2030","2",
"2018","2080","7",
"2018","2157","3",
"2018","2213","0",
"2018","2217","4",
"2018","2250","0",
"2018","2288","7",
"2018","2365","1",
"2018","2367","0",
"2018","2371","2",
"2018","2537","7",
"2018","2629","3",
"2018","2657","8",
"2018","2721","0",
"2018","2735","3",
"2018","2756","9",
"2018","2775","8",
"2018","2908","4",
"2018","2909","4",
"2018","2969","0",
"2018","3022","7",
"2018","3135","2",
"2018","3191","3",
"2018","3199","4",
"2018","3221","1",
"2018","3262","7",
"2018","3279","5",
"2018","3295","9",
"2018","3299","0",
"2018","3304","7",
"2018","3481","0",
"2018","3578","0",
"2018","3757","2",
"2018","3831","5",
"2018","3869","1",
"2018","4078","3",
"2018","4102","5",
"2018","4138","6",
"2018","4342","8",
"2018","4418","0",
"2018","4488","6",
"2018","4535","8",
"2018","4601","0",
"2018","4646","1",
"2018","4652","3",
"2018","4655","0",
"2018","4665","9",
"2018","4746","3",
"2018","4791","9",
"2018","4876","3",
"2018","4959","3",
"2018","4985","6",
"2018","5020","4",
"2018","5168","0",
"2018","5234","7",
"2018","5309","3",
"2018","5336","9",
"2018","5368","8",
"2018","5404","7",
"2018","5406","6",
"2018","5432","4",
"2018","5508","1",
"2018","5588","7",
"2018","5590","2",
"2018","5767","5",
"2018","5847","0",
"2018","5901","3",
"2018","5970","1",
"2018","5995","0",
"2018","6045","9",
"2018","6061","6",
"2018","6153","3",
"2018","6168","2",
"2018","6174","0",
"2018","6192","9",
"2018","6350","1",
"2018","6404","5",
"2018","6484","1",
"2018","6489","9",
"2018","6501","8",
"2018","6572","0",
"2018","6575","6",
"2018","6595","7",
"2018","6620","8",
"2018","6772","7",
"2018","6827","1",
"2018","6864","4",
"2018","6874","4",
"2018","6908","2",
"2018","7086","4",
"2018","7295","7",
"2018","7364","1",
"2018","7399","0",
"2018","7524","7",
"2018","7654","3",
"2018","7682","9",
"2018","7746","4",
"2018","7754","8",
"2018","7766","6",
"2018","7775","8",
"2018","7803","6",
"2018","7806","1",
"2018","7814","1",
"2018","7867","6",
"2018","7920","9",
"2018","7934","3",
"2018","7942","1",
"2018","7944","0",
"2018","7985","2",
"2018","7999","8",
"2018","8006","9",
"2018","8045","6",
"2018","8224","2",
"2018","8243","6",
"2018","8252","9",
"2018","8256","3",
"2018","8293","1",
"2018","8311","8",
"2018","8365","7",
"2018","8458","5",
"2018","8477","4",
"2018","8493","6",
"2018","8536","1",
"2018","8592","7",
"2018","8623","7",
"2018","8655","5",
"2018","8701","9",
"2018","8706","4",
"2018","8919","8",
"2018","8933","6",
"2018","8964","8",
"2018","8980","1",
"2018","8982","0",
"2018","8993","6",
"2018","9011","5",
"2018","9015","9",
"2018","9160","0",
"2018","9216","8",
"2018","9224","1",
"2018","9331","3",
"2018","9368","4",
"2018","9373","2",
"2018","9381","5",
"2018","9543","3",
"2018","9569","7",
"2018","9575","0",
"2018","9642","3",
"2018","9704","8",
"2018","9873","2",
"2018","9945","4",
"2018","9983","5",
"2019","10","6",
"2019","36","3",
"2019","101","9",
"2019","302","6",
"2019","317","8",
"2019","455","5",
"2019","631","7",
"2019","689","9",
"2019","690","9",
"2019","720","7",
"2019","777","3",
"2019","788","6",
"2019","800","9",
"2019","813","8",
"2019","950","8",
"2019","1002","3",
"2019","1084","3",
"2019","1286","8",
"2019","1305","3",
"2019","1444","3",
"2019","1481","1",
"2019","1500","2",
"2019","1545","4",
"2019","1565","7",
"2019","1574","7",
"2019","1792","9",
"2019","1812","7",
"2019","1815","0",
"2019","1917","2",
"2019","1940","9",
"2019","1970","9",
"2019","2020","9",
"2019","2154","0",
"2019","2216","7",
"2019","2241","1",
"2019","2266","8",
"2019","2269","8",
"2019","2274","5",
"2019","2317","2",
"2019","2335","2",
"2019","2469","2",
"2019","2575","6",
"2019","2644","5",
"2019","2660","8",
"2019","2727","8",
"2019","2932","0",
"2019","3018","6",
"2019","3085","1",
"2019","3120","5",
"2019","3132","0",
"2019","3249","3",
"2019","3339","8",
"2019","3384","7",
"2019","3432","5",
"2019","3466","1",
"2019","3484","6",
"2019","3601","3",
"2019","3616","0",
"2019","3630","2",
"2019","3664","0",
"2019","3722","4",
"2019","3838","7",
"2019","3976","7",
"2019","4073","0",
"2019","4132","5",
"2019","4180","0",
"2019","4200","4",
"2019","4237","2",
"2019","4300","4",
"2019","4363","6",
"2019","4375","1",
"2019","4403","0",
"2019","4424","9",
"2019","4425","3",
"2019","4431","1",
"2019","4533","3",
"2019","4657","9",
"2019","4686","4",
"2019","4719","4",
"2019","4749","9",
"2019","4793","6",
"2019","4805","4",
"2019","4834","2",
"2019","4851","6",
"2019","4864","5",
"2019","4902","0",
"2019","4909","3",
"2019","4950","5",
"2019","4977","3",
"2019","5156","8",
"2019","5235","5",
"2019","5268","5",
"2019","5290","7",
"2019","5349","0",
"2019","5574","0",
"2019","5826","0",
"2019","5862","1",
"2019","6002","4",
"2019","6036","5",
"2019","6087","2",
"2019","6163","1",
"2019","6172","9",
"2019","6301","1",
"2019","6402","5",
"2019","6449","6",
"2019","6626","9",
