"Campus","Year","TotalEnrollment_AY","FTE_AY",
"8274","1978","73131","1",
"8275","2010","3","83",
"8276","2013","591630","469",
"8277","1981","73777572","757",
"8278","2016","37318","917",
"8279","1976","186","147",
"8280","1990","1448","960",
"8281","2016","22","913",
"8282","1974","361","265",
"8283","1979","5","101",
"8284","1995","118","160",
"8285","2011","0","625",
"8286","2002","8215","608",
"8287","1996","1","163",
"8288","1985","6254","787",
"8289","2022","6","300",
"8290","1992","6","991",
"8291","2012","0","205",
"8292","2022","10381","238",
"8293","1996","0","975",
"8294","1993","13871309","253",
"8295","2007","186","737",
"8296","2022","3042","602",
"8297","2023","0","42",
"8298","2022","16","673",
"8299","2024","35585471","235",
"8300","2025","0","35",
"8301","2005","5","990",
"8302","1988","3965650","670",
"8303","2022","0","538",
"8304","2004","17","247",
"8305","1992","252495","556",
"8306","2025","178392","522",
"8307","2007","5061687","338",
"8308","1996","3076","784",
"8309","2024","2","41",
"8310","2004","9007764","755",
"8311","1994","88","408",
"8312","2004","354287245","244",
"8313","2008","1156","635",
"8314","1986","10332","315",
"8315","1981","2822","490",
"8316","1988","119354517","459",
"8317","2006","3684","721",
"8318","1988","212878888","314",
"8319","2000","359053","527",
"8320","1993","8","744",
"8321","2002","19","351",
"8322","2011","0","60",
"8323","2015","42354","976",
"8324","2013","17704369","406",
"8325","1997","223744","401",
"8326","2007","16489","889",
"8327","1975","5369","725",
"8328","1981","0","750",
"8329","2014","55803","872",
"8330","2006","1873354","116",
"8331","1977","22270432","189",
"8332","1992","0","940",
"8333","2002","62","190",
"8334","2003","1988","948",
"8335","1977","30436899","765",
"8336","1999","11","812",
"8337","2006","217","325",
"8338","2003","719050963","636",
"8339","2005","4683","194",
"8340","1978","4216245","818",
"8341","2023","48073417","532",
"8342","1977","306671008","447",
"8343","1972","558088","5",
"8344","2004","104806","932",
"8345","1973","1056","62",
"8346","1976","28","679",
"8347","1984","4036993","332",
"8348","2000","82","293",
"8349","1988","3399358","69",
"8350","1979","8110745","21",
"8351","1993","249728","42",
"8352","2022","6143906","347",
"8353","1995","8193","713",
"8354","1987","14823063","690",
"8355","2017","6","999",
"8356","1978","3","619",
"8357","2015","2462655","878",
"8358","1975","426271975","38",
"8359","2003","261826","269",
"8360","2018","13899","314",
"8361","2020","0","705",
"8362","1996","1","461",
"8363","1999","54","322",
"8364","1983","177","744",
"8365","2007","3513","619",
"8366","1986","14405891","423",
"8367","1988","25","29",
"8368","1989","4663","594",
"8369","2008","71735","739",
"8370","1985","111154135","315",
"8371","2015","338309056","76",
"8372","2018","1074041","579",
"8373","2001","50","77",
"8374","2022","7277","492",
"8375","2023","2","370",
"8376","2009","25","5",
"8377","2017","1","458",
"8378","1993","1","794",
"8379","1986","25","841",
"8380","2018","5","17",
"8381","1975","97","502",
"8382","1996","72652997","798",
"8383","2004","678395","604",
"8384","1976","0","357",
"8385","2021","557935","88",
"8386","1991","51514","139",
"8387","2013","134680234","573",
"8388","2018","65","596",
"8389","2019","395937","980",
"8390","1983","1043","354",
"8391","2022","4","101",
"8392","1983","56397","774",
"8393","1972","27285671","496",
"8394","2025","0","34",
"8395","2008","14465","865",
"8396","2017","337427988","798",
"8397","2022","0","59",
"8398","1994","1256","894",
"8399","2008","167","247",
"8400","1995","515","408",
"8401","1977","39734214","565",
"8402","2008","3562","746",
"8403","1981","31562","1",
"8404","1993","5462","831",
"8405","2011","239","847",
"8406","2017","5061158","881",
"8407","1977","7","13",
"8408","1989","1845886","653",
"8409","2019","1","761",
"8410","2001","5","789",
"8411","1979","18878","481",
"8412","2021","497249","784",
"8413","1989","135870095","118",
"8414","2014","50","841",
"8415","1996","33598","666",
"8416","1995","322887740","489",
"8417","2004","912","467",
"8418","2022","2999881","983",
"8419","1984","49810","332",
"8420","2016","145","581",
"8421","2013","1","830",
"8422","1978","0","366",
"8423","1971","0","71",
"8424","2008","1575","952",
"8425","2020","282","36",
"8426","2019","211702","776",
"8427","1988","0","572",
"8428","1975","2","353",
"8429","1995","4757","923",
"8430","2022","3544033","157",
"8431","1978","315700","843",
"8432","1985","5924580","413",
"8433","1979","379938","594",
"8434","1990","0","561",
"8435","1985","1897","231",
"8436","1975","382429","30",
"8437","2018","4975463","447",
"8438","1976","90","449",
"8439","1992","4455818","97",
"8440","2010","106175082","253",
"8441","2021","130","703",
"8442","2019","0","978",
"8443","1985","158","964",
"8444","2014","23579","846",
"8445","2003","49813","382",
"8446","1981","7581","599",
"8447","2001","508523","372",
"8448","1986","2","689",
"8449","2006","0","508",
"8450","2016","4184554","62",
"8451","1973","194","26",
"8452","1972","128140584","764",
"8453","2013","1455173","392",
"8454","2013","4","795",
"8455","2013","329","255",
"8456","1996","2","36",
"8457","2002","41093606","726",
"8458","2009","0","743",
"8459","1993","227","691",
"8460","1984","2","191",
"8461","1973","267","283",
"8462","1977","25826171","981",
"8463","2017","28138667","916",
"8464","2017","1660198","595",
"8465","1988","0","542",
"8466","1973","534372118","19",
"8467","2012","47477","35",
"8468","1978","96083509","197",
"8469","2019","2594","416",
"8470","2015","23","715",
"8471","1995","37064761","255",
"8472","2022","37532976","248",
"8473","1973","324737709","38",
"8474","1985","843041","965",
"8475","1990","0","702",
"8476","2009","1994","563",
"8477","2024","87707479","853",
"8478","1989","5151","91",
"8479","2015","1014","500",
"8480","2006","1542","898",
"8481","1995","14981","992",
"8482","2012","37905","35",
"8483","1975","390","893",
"8484","2005","0","378",
"8485","1987","471","691",
"8486","2024","1521494","800",
"8487","1986","44004","40",
"8488","1998","140356245","589",
"8489","2013","202319048","731",
"8490","2003","1","888",
"8491","2016","8","8",
"8492","1997","4235","545",
"8493","1996","345877212","117",
"8494","1981","6","118",
"8495","1973","2963895","484",
"8496","2005","399","696",
"8497","2019","5911808","930",
"8498","1970","14","135",
"8499","1989","963697","809",
"8500","2005","175313","98",
"8501","2016","2254","142",
"8502","1995","65172045","109",
"8503","2008","35400117","520",
"8504","2014","128","104",
"8505","2000","65882300","406",
"8506","2001","1531","642",
"8507","2022","3050","255",
"8508","1985","4365","149",
"8509","2021","401057040","605",
"8510","2012","59","74",
"8511","2010","5540124","930",
"8512","1980","2","118",
"8513","2015","50249450","326",
"8514","2010","120712","598",
"8515","1972","0","276",
"8516","1995","3439","914",
"8517","2010","52498","533",
"8518","2000","518730","429",
"8519","2014","2271700","995",
"8520","2017","290355852","465",
"8521","1991","186421","538",
"8522","2006","1678071","639",
"8523","2025","426","855",
"8524","1971","5","907",
"8525","2007","52923","287",
"8526","1982","2095","772",
"8527","1999","54108","569",
"8528","2009","12566","805",
"8529","2023","8155652","908",
"8530","2020","26280","367",
"8531","2002","2548","882",
"8532","2005","5","741",
"8533","2020","238","326",
"8534","2008","0","680",
"8535","2005","11553756","463",
"8536","2025","0","150",
"8537","1999","0","809",
"8538","1983","7421","686",
"8539","2021","0","714",
"8540","2014","187","11",
"8541","2023","10","137",
"8542","1995","65","770",
"8543","2003","18732678","156",
"8544","2013","1570","10",
"8545","1998","47982","168",
"8546","2021","606214","999",
"8547","1984","10082","920",
"8548","2019","1","247",
"8549","2008","0","707",
"8550","2009","9843","810",
"8551","1975","2741050","740",
"8552","2022","2182","982",
"8553","1994","0","454",
"8554","2009","3","302",
"8555","2020","5698718","35",
"8556","1983","47","856",
"8557","1996","23192421","838",
"8558","1988","1","327",
"8559","1971","37435","358",
"8560","2004","61","499",
"8561","2022","2017","108",
"8562","2014","265299702","604",
"8563","2010","70","585",
"8564","2001","71","983",
"8565","1984","193531","579",
"8566","1977","127","930",
"8567","2025","27812","871",
"8568","1975","1","116",
"8569","2010","2","687",
"8570","1973","728","461",
"8571","2004","1","345",
"8572","1974","0","351",
"8573","2014","80454","693",
"8574","1979","25125","317",
"8575","2022","732","478",
"8576","2018","1572","981",
"8577","1977","3435403","572",
"8578","2012","650","41",
"8579","2017","8177101","880",
"8580","1978","1228","549",
"8581","1973","2606418","31",
"8582","1986","19219006","618",
"8583","2001","244426604","897",
"8584","1981","3","145",
"8585","2006","180473759","769",
"8586","2017","61","114",
"8587","1993","0","845",
"8588","2020","402704","661",
"8589","2011","0","844",
"8590","1983","24557782","256",
"8591","2006","0","733",
"8592","1997","351","910",
"8593","2020","84639","525",
"8594","1991","80","851",
"8595","1984","505","607",
"8596","2013","49188","762",
"8597","2022","616196","322",
"8598","1987","1","272",
"8599","2001","0","561",
"8600","1988","710","966",
"8601","1996","121973","885",
"8602","2019","369","983",
"8603","1990","8001984","243",
"8604","2009","2382","454",
"8605","2015","62","990",
"8606","1991","485","142",
"8607","1977","14500315","772",
"8608","1970","29365","217",
"8609","1994","1030676","884",
"8610","1979","2205142","48",
"8611","2020","0","567",
"8612","2020","6153447","229",
"8613","1974","0","125",
"8614","2020","3734198","225",
"8615","1986","3152526","81",
"8616","2003","0","463",
"8617","2012","12163594","880",
"8618","1976","24370981","515",
"8619","1975","12089","253",
"8620","1994","6729","356",
"8621","1994","39696456","311",
"8622","1986","0","272",
"8623","1997","444","772",
"8624","1990","15242","324",
"8625","2018","1008","503",
"8626","1981","0","230",
"8627","2017","0","521",
"8628","1990","0","241",
"8629","2007","450622","820",
"8630","1984","41","256",
"8631","1987","92601652","381",
"8632","1997","11905","228",
"8633","1985","67085539","482",
"8634","2003","395","602",
"8635","2003","0","534",
"8636","1998","147301665","461",
"8637","1983","0","172",
"8638","1979","549","175",
"8639","1995","26","944",
"8640","1989","4","361",
"8641","2021","70","27",
"8642","2004","7404126","941",
"8643","2000","5070167","706",
"8644","2023","5","32",
"8645","2008","2226","641",
"8646","2024","3","655",
"8647","1995","21565451","435",
"8648","2014","132809","478",
"8649","1976","1151","987",
"8650","1976","12743","585",
"8651","2003","30873","721",
"8652","1985","41283","454",
"8653","2016","577978","331",
"8654","1997","1623809","235",
"8655","1997","482934","265",
"8656","2013","442791412","287",
"8657","2003","57472","367",
"8658","2004","4","925",
"8659","2006","53","200",
"8660","1989","0","506",
"8661","2005","2865580","178",
"8662","1998","1","636",
"8663","2003","26","269",
"8664","1983","16995062","580",
"8665","1982","456746","862",
"8666","1975","327","600",
"8667","2004","615942","220",
"8668","2023","382","625",
"8669","1980","0","884",
"8670","1984","1","132",
"8671","2012","4758","271",
"8672","2015","2","21",
"8673","1992","7027","196",
"8674","2008","76","471",
"8675","1975","85792","659",
"8676","1990","12769","870",
"8677","1977","817854","414",
"8678","1992","216268866","170",
"8679","1986","570","157",
"8680","1990","236100220","533",
"8681","2011","55804","149",
"8682","2014","642975","416",
"8683","2000","349","41",
"8684","1985","3011","517",
"8685","2000","3994","97",
"8686","1976","1","99",
"8687","1974","208881517","598",
"8688","1971","62047878","235",
"8689","2003","481264088","323",
"8690","2020","318512056","144",
"8691","2009","581","77",
"8692","2012","0","681",
"8693","2002","0","36",
"8694","2018","28","875",
"8695","1974","2","28",
"8696","1988","0","369",
"8697","1971","2","818",
"8698","1980","8","506",
"8699","2009","6","202",
"8700","2002","6","225",
"8701","2008","0","251",
"8702","2007","474883","800",
"8703","2005","22061","861",
"8704","2009","1","119",
"8705","1999","34","4",
"8706","2018","3144","696",
"8707","1972","39435","37",
"8708","1985","34","496",
"8709","2000","82505905","924",
"8710","1976","434783","6",
"8711","1993","1","516",
"8712","2008","31","447",
"8713","1986","3374","774",
"8714","1973","2","843",
"8715","2009","625","444",
"8716","1986","567357","315",
"8717","2002","22200","674",
"8718","2018","674134901","256",
"8719","2010","29579153","772",
"8720","2007","0","602",
"8721","1996","313264","224",
"8722","2007","0","358",
"8723","1979","51","779",
"8724","1994","76714","532",
"8725","2000","544561904","369",
"8726","1975","45","561",
"8727","1995","58684","442",
"8728","1977","961","486",
"8729","2018","311223550","909",
"8730","1972","13776282","291",
"8731","1982","0","95",
"8732","1976","54723201","705",
"8733","2015","0","802",
"8734","1973","3","848",
"8735","1989","76498","307",
"8736","2001","1523897","697",
"8737","2000","66","981",
"8738","2016","3628","226",
"8739","2024","4358","148",
"8740","1970","24677246","751",
"8741","1973","8997","924",
"8742","1972","462","690",
"8743","2001","10416","374",
"8744","1979","216837","297",
"8745","2008","0","264",
"8746","2007","283824","602",
"8747","1995","37","638",
"8748","2018","502","736",
"8749","1997","85574","936",
"8750","1986","39","111",
"8751","1988","184","408",
"8752","1998","0","754",
"8753","2003","717271","528",
"8754","2012","425184163","975",
"8755","2025","1107473","869",
"8756","2021","0","846",
"8757","1976","91","291",
"8758","2000","229886","248",
"8759","2000","111891271","406",
"8760","1971","216214","821",
"8761","2013","194320651","694",
"8762","1991","1202","741",
"8763","2025","376210","660",
"8764","1970","300","716",
"8765","1971","5450445","177",
"8766","2019","42","567",
"8767","2023","38538","440",
"8768","1977","2","927",
"8769","2022","2355","315",
"8770","2006","144353","374",
"8771","2008","541611","544",
"8772","1992","23","157",
"8773","1970","19632","476",
"8774","1982","0","245",
"8775","1983","738809","258",
"8776","1994","58064599","635",
"8777","1978","24211","423",
"8778","1982","15950","946",
"8779","1989","8340229","363",
"8780","1983","19932515","914",
"8781","1973","99","698",
"8782","1998","3807073","719",
"8783","1974","88","985",
"8784","1986","0","857",
"8785","1985","1776","127",
"8786","2012","111869","261",
"8787","1979","96760227","124",
"8788","1994","397","620",
"8789","1987","0","981",
"8790","1984","15902080","113",
"8791","1990","0","919",
"8792","2019","5","726",
"8793","1974","5138","886",
"8794","2025","1","743",
"8795","2021","942207","764",
"8796","2012","3","481",
"8797","1994","4","108",
"8798","1993","105467621","85",
"8799","1976","55489221","115",
"8800","1990","253039640","704",
"8801","2003","0","167",
"8802","1971","5944409","499",
"8803","1996","276783645","266",
"8804","2017","505","728",
"8805","1988","943","874",
"8806","2012","1241","451",
"8807","2005","8255154","259",
"8808","2004","269","925",
"8809","1976","48924885","800",
"8810","1974","50011","182",
"8811","1988","8","802",
"8812","2006","53","292",
"8813","2025","39","987",
"8814","1982","1699481","407",
"8815","2014","98858","852",
"8816","1994","139","231",
"8817","2015","246981","839",
"8818","1979","63","848",
"8819","2024","562","748",
"8820","2025","25827","92",
"8821","1998","647","862",
"8822","1975","0","318",
"8823","1976","23","372",
"8824","1976","2823","585",
"8825","1981","692","201",
"8826","1980","6","968",
"8827","1975","166766222","269",
"8828","2011","31","707",
"8829","1996","2278","637",
"8830","1975","463627","677",
"8831","2016","0","383",
"8832","2025","49811443","107",
"8833","1983","292442","232",
"8834","1998","62816864","520",
"8835","1971","2541340","871",
"8836","2021","642479633","141",
"8837","2003","44","871",
"8838","1994","3309395","799",
"8839","2020","30","798",
"8840","1987","4","424",
"8841","1979","248","561",
"8842","1981","0","496",
"8843","2000","53828851","151",
"8844","2021","15","660",
"8845","2014","21299","352",
"8846","2011","1","209",
"8847","2002","1","886",
"8848","1985","1199717","260",
"8849","2016","51079","183",
"8850","2010","39571234","264",
"8851","2020","30","421",
"8852","2017","843","771",
"8853","1981","8795","651",
"8854","1972","88948777","788",
"8855","1988","230","550",
"8856","1989","29529","703",
"8857","2010","23296","797",
"8858","1979","25009","560",
"8859","1987","20","377",
"8860","1974","7","808",
"8861","1987","2536","546",
"8862","2006","63996053","43",
"8863","2020","523707","343",
"8864","2023","0","559",
"8865","2012","12923","398",
"8866","1985","43419648","734",
"8867","2022","691445","590",
"8868","1977","0","96",
"8869","1972","35930600","52",
"8870","2008","0","483",
"8871","2001","0","227",
"8872","1999","736","263",
"8873","2006","7703","883",
"8874","2001","44628918","939",
"8875","2000","3","741",
"8876","1982","290477462","881",
"8877","2025","557","919",
"8878","2002","25929","922",
"8879","2007","5517","760",
"8880","2020","624","338",
"8881","2023","39648036","139",
"8882","2009","1146504","343",
"8883","2001","12","728",
"8884","2010","34","816",
"8885","2000","31959","81",
"8886","2023","126519","905",
"8887","1970","4807","218",
"8888","2009","104643","782",
"8889","1975","461","308",
"8890","2007","111573","594",
"8891","1972","151","150",
"8892","2023","362650380","479",
"8893","2001","4423","473",
"8894","2004","59","663",
"8895","1983","1","574",
"8896","1976","867071","93",
"8897","2021","501232","738",
"8898","1977","39548065","378",
"8899","2025","5","482",
"8900","1991","42756","846",
"8901","1972","282","0",
"8902","1991","7984","126",
"8903","2012","449","670",
"8904","1994","1395","918",
"8905","1974","2","118",
"8906","1972","2542133","742",
"8907","2012","72710313","776",
"8908","2022","401","785",
"8909","2025","138470","159",
"8910","1970","677258050","510",
"8911","2004","1894","649",
"8912","1987","43059","562",
"8913","2018","2499767","427",
"8914","1986","6978185","702",
"8915","2020","0","153",
"8916","1990","0","17",
"8917","2024","1834573","476",
"8918","2006","5030103","390",
"8919","1989","0","587",
"8920","1978","236","621",
"8921","1999","49","78",
"8922","2009","0","843",
"8923","1973","251927","758",
"8924","1988","4592778","124",
"8925","2020","222","242",
"8926","2010","3","332",
"8927","2016","6191724","730",
"8928","2019","6117668","42",
"8929","2020","3112","884",
"8930","1977","8867201","810",
"8931","1970","66577","830",
"8932","1980","30161077","455",
"8933","1974","0","287",
"8934","1987","2576788","33",
"8935","1989","1013853","936",
"8936","1983","24466","319",
"8937","2009","522","155",
"8938","1991","0","968",
"8939","1979","4","217",
"8940","2000","32792409","567",
"8941","2008","0","112",
"8942","2025","2266738","507",
"8943","1984","274028910","37",
"8944","2024","1","992",
"8945","1981","0","790",
"8946","1986","371","702",
"8947","1971","559595","276",
"8948","1982","23","852",
"8949","1987","8815","849",
"8950","2017","4","789",
"8951","2022","0","316",
"8952","1995","0","180",
"8953","1980","0","393",
"8954","1978","143","32",
"8955","2024","571","195",
"8956","1997","116","39",
"8957","1992","0","998",
"8958","2024","5531711","225",
"8959","2011","67441687","89",
"8960","1981","211","31",
"8961","2002","0","420",
"8962","1983","4646869","142",
"8963","2022","4512021","787",
"8964","1981","169","368",
"8965","2013","90","579",
"8966","2010","134403764","983",
"8967","2020","3","802",
"8968","2018","52915753","323",
"8969","1978","103","861",
"8970","1986","0","172",
"8971","2001","206182996","782",
"8972","2010","1","775",
"8973","2002","4487","488",
"8974","1985","51","581",
"8975","2018","0","364",
"8976","2021","5918969","611",
"8977","2016","13","427",
"8978","1988","0","284",
"8979","1993","561949","875",
"8980","1995","578","144",
"8981","2002","7704","762",
"8982","1999","2491285","566",
"8983","2004","37835","726",
"8984","2005","23997158","192",
"8985","2020","8520937","811",
"8986","2009","29394504","720",
"8987","2025","2162","384",
"8988","2019","385616109","166",
"8989","2017","582","110",
"8990","1999","84","451",
"8991","2023","332321562","339",
"8992","1976","3453590","25",
"8993","1980","33864","302",
"8994","1979","564","308",
"8995","1987","7778","258",
"8996","1988","0","374",
"8997","2005","787","135",
"8998","1978","37919","648",
"8999","1990","3","369",
"9000","2010","0","134",
"9001","2011","3","553",
"9002","2021","56","632",
"9003","2025","0","810",
"9004","2021","4","308",
"9005","2004","419","525",
"9006","1985","10","97",
"9007","1992","0","538",
"9008","2025","423","785",
"9009","1989","474775026","466",
"9010","1992","4","393",
"9011","1991","0","185",
"9012","2010","763","694",
"9013","2011","56176","455",
"9014","1975","155","359",
"9015","2000","338027","779",
"9016","1980","0","225",
"9017","2024","3","353",
"9018","2004","3677","807",
"9019","1991","6732646","932",
"9020","2016","0","113",
"9021","2017","150766726","246",
"9022","1998","4","992",
"9023","2015","380012","115",
"9024","1996","319767992","483",
"9025","2015","43","823",
"9026","2006","192609359","438",
"9027","1978","22","150",
"9028","1996","142111398","621",
"9029","2023","30488","223",
"9030","1975","1690254","700",
"9031","2019","29","231",
"9032","1989","34485","560",
"9033","2006","570128536","262",
"9034","2002","12","55",
"9035","2002","0","714",
"9036","1978","0","636",
"9037","1971","0","397",
"9038","1978","1796","561",
"9039","1998","18527","811",
"9040","2007","72444981","652",
"9041","1977","23","56",
"9042","1988","0","743",
"9043","1993","0","374",
"9044","1993","0","865",
"9045","2004","502700680","185",
"9046","1986","0","399",
"9047","2002","0","495",
"9048","1978","8","376",
"9049","1977","47794103","102",
"9050","2007","8712","996",
"9051","1997","877620","506",
"9052","1978","46607","416",
"9053","1994","46299934","29",
"9054","1999","2533","670",
"9055","1986","1","131",
"9056","2025","0","946",
"9057","2012","2","549",
"9058","1984","1","457",
"9059","1991","870514461","539",
"9060","1978","3","168",
"9061","2024","627967195","234",
"9062","1986","7","504",
"9063","1997","717685","929",
"9064","1970","9166888","28",
"9065","2010","0","812",
"9066","1997","70774","714",
"9067","1992","2763","957",
"9068","2009","590","704",
"9069","2017","1","274",
"9070","2003","1489","464",
"9071","1986","2","672",
"9072","2006","2455043","707",
"9073","1984","53164408","716",
"9074","1986","603247","673",
"9075","2003","655986","329",
"9076","2001","357","695",
"9077","1990","91243","220",
"9078","1979","1","126",
"9079","2025","197327","478",
"9080","1983","6","813",
"9081","1998","6","897",
"9082","2024","134","800",
"9083","2018","403892","516",
"9084","2018","282","172",
"9085","1972","2","575",
"9086","1981","17","120",
"9087","2020","70","181",
"9088","2003","17905","60",
"9089","2007","9754360","905",
"9090","2007","347223","169",
"9091","2005","67","570",
"9092","2007","3","560",
"9093","1976","44509495","209",
"9094","1992","74","709",
"9095","1986","504959680","222",
"9096","2005","60920818","232",
"9097","1990","0","16",
"9098","2019","38","10",
"9099","1988","468490","97",
"9100","2023","295266","532",
"9101","2024","358013","349",
"9102","1985","117","914",
"9103","1990","556","524",
"9104","1982","2034","379",
"9105","1993","1","61",
"9106","2007","19","985",
"9107","2002","81648370","831",
"9108","2020","9989188","565",
"9109","1993","23","175",
"9110","2017","248082","506",
"9111","1984","11998","734",
"9112","2008","0","821",
"9113","2003","407","332",
"9114","2018","1087372","405",
"9115","1996","271894","564",
"9116","1971","3260656","37",
"9117","1988","638555527","348",
"9118","2022","4","331",
"9119","2009","292","415",
"9120","2011","7505","170",
"9121","2006","57434075","727",
"9122","2015","2858","393",
"9123","1996","621872539","302",
"9124","2015","3948003","289",
"9125","2005","17","263",
"9126","1987","0","93",
"9127","2002","0","850",
"9128","2006","740550","43",
"9129","2016","347920","864",
"9130","2018","5562","236",
"9131","1994","228","57",
"9132","1981","88341","271",
"9133","2012","2329356","733",
"9134","2000","4985912","534",
"9135","1986","0","702",
"9136","1975","21577400","696",
"9137","2011","2820","863",
"9138","1983","522366285","689",
"9139","1973","2756","828",
"9140","2014","140131","39",
"9141","1996","0","421",
"9142","2001","153995","682",
"9143","2003","669028","983",
"9144","1996","401139271","336",
"9145","2007","0","31",
"9146","2010","2264","162",
"9147","1984","704","3",
"9148","1978","14921248","40",
"9149","2024","8494972","849",
"9150","1976","2","930",
"9151","2012","0","899",
"9152","1971","4187","47",
"9153","2022","307080","0",
"9154","2018","39728980","941",
"9155","1971","408223","53",
"9156","2019","0","340",
"9157","2011","6981","740",
"9158","2022","5","696",
"9159","1974","22554090","45",
"9160","1977","0","470",
"9161","1975","13683","942",
"9162","1979","871230","536",
"9163","1989","38281861","476",
"9164","2009","33680","779",
"9165","1988","921014","294",
"9166","1978","1241","350",
"9167","2023","4","732",
"9168","1984","30394","211",
"9169","2025","1046","613",
"9170","2003","572284","443",
"9171","1996","1421850","847",
"9172","2010","0","520",
"9173","2022","50608621","100",
"9174","2009","29502","844",
"9175","2005","3804","811",
"9176","1976","0","521",
"9177","1986","80539","51",
"9178","2021","1","461",
"9179","1972","3938","685",
"9180","1994","0","872",
"9181","2024","73219","457",
"9182","1982","10704815","806",
"9183","2013","13905530","545",
"9184","2015","688","115",
"9185","1982","205","475",
"9186","1979","927446023","104",
"9187","2017","310","405",
"9188","2005","59","136",
"9189","1994","2242","323",
"9190","2018","4390","539",
"9191","2005","2","429",
"9192","1995","40","668",
"9193","1977","0","632",
"9194","2013","120112","964",
"9195","2007","1111464","516",
"9196","1973","263","525",
"9197","2016","2002960","169",
"9198","2010","921040","493",
"9199","2024","6","617",
"9200","2010","6","757",
"9201","2009","597","242",
"9202","1976","81","715",
"9203","1985","4","20",
"9204","1990","0","437",
"9205","2012","0","737",
"9206","1990","281","688",
"9207","2015","98128809","755",
"9208","1999","11","730",
"9209","1972","264072923","889",
"9210","2000","533998321","490",
"9211","1981","783845","971",
"9212","2009","5831","168",
"9213","1996","0","509",
"9214","2013","387226026","958",
"9215","2008","5","726",
"9216","2011","0","745",
"9217","2004","0","912",
"9218","1994","1","997",
"9219","1981","5","6",
"9220","2009","0","286",
"9221","1992","29476365","181",
"9222","1991","5","634",
"9223","2002","423086511","672",
"9224","2017","8043","505",
"9225","2004","2","689",
"9226","2002","87087","310",
"9227","1977","10252815","684",
"9228","1998","785841021","815",
"9229","1992","0","540",
"9230","1993","3076283","940",
"9231","2006","2438741","380",
"9232","1994","115247416","174",
"9233","2019","167691318","467",
"9234","1990","243384343","185",
"9235","1993","1","538",
"9236","1988","3278","399",
"9237","1989","0","380",
"9238","1970","339","990",
"9239","1974","88393475","670",
"9240","2002","437319","962",
"9241","1989","15150","217",
"9242","1974","112899161","662",
"9243","1986","3968067","777",
"9244","1997","0","398",
"9245","2013","22481","928",
"9246","1992","39","276",
"9247","2025","1","852",
"9248","1999","1","202",
"9249","2000","243","216",
"9250","1998","542","66",
"9251","1992","561050","382",
"9252","1980","122","371",
"9253","2021","552083","340",
"9254","2021","21787","866",
"9255","1999","1102825","420",
"9256","1980","2646","51",
"9257","1991","57905","444",
"9258","1981","27","435",
"9259","2001","7283","165",
"9260","2001","6122","267",
"9261","1988","21657957","108",
"9262","2006","1","203",
"9263","2007","4682181","329",
"9264","1997","0","484",
"9265","1971","6487889","970",
"9266","1994","7630","378",
"9267","2018","0","666",
"9268","2020","1","799",
"9269","1995","3267","323",
"9270","1985","206359","963",
"9271","1976","3","522",
"9272","1995","6","524",
"9273","2020","257027","184",
"9274","1992","66311","987",
"9275","2000","11137311","336",
"9276","1987","57529","65",
"9277","1984","0","401",
"9278","1976","604702","551",
"9279","2024","0","183",
"9280","2018","4068","633",
"9281","1971","30911","33",
"9282","2004","114954384","94",
"9283","2000","2146055","86",
"9284","2025","1666930","107",
"9285","2017","34","551",
"9286","1991","2397602","30",
"9287","2002","177310470","508",
"9288","1984","21874218","819",
"9289","2023","1","740",
"9290","2008","27686","77",
"9291","1977","63","746",
"9292","1973","26","400",
"9293","2023","74271","192",
"9294","2004","21","638",
"9295","1977","1","492",
"9296","2016","0","890",
"9297","2019","49816363","11",
"9298","1991","236183","835",
"9299","1980","1","903",
"9300","1981","4","503",
"9301","1975","2","313",
"9302","1997","27572550","319",
"9303","1974","8","977",
"9304","1985","265","677",
"9305","2003","993","677",
"9306","1990","103082","342",
"9307","1971","5354","674",
"9308","1995","975302","531",
"9309","1996","405757","762",
"9310","1973","44","799",
"9311","1985","261","203",
"9312","2024","1891665","651",
"9313","2002","0","384",
"9314","2016","20340","787",
"9315","1986","5","453",
"9316","1977","73286","639",
"9317","1973","1","635",
"9318","2021","0","742",
"9319","2000","15468326","441",
"9320","2006","302239","954",
"9321","2018","109002294","913",
"9322","1989","229659","779",
"9323","2000","190131110","720",
"9324","1996","1211717","115",
"9325","2021","0","640",
"9326","2024","12400","537",
"9327","2018","34956","40",
"9328","1972","618483959","976",
"9329","1985","1151","74",
"9330","1971","166786","212",
"9331","2007","18271099","349",
"9332","1979","432967","437",
"9333","1971","4","536",
"9334","2015","201829595","45",
"9335","2025","0","720",
"9336","1986","79","55",
"9337","1978","45808","249",
"9338","1979","1287762","463",
"9339","2020","2803","314",
"9340","2017","140","475",
"9341","2011","6239","475",
"9342","1998","5086353","351",
"9343","2019","35","405",
"9344","1979","0","641",
"9345","1986","28789032","920",
"9346","1974","204","436",
"9347","1986","1183014","996",
"9348","2023","474830","795",
"9349","2019","81","61",
"9350","1982","44821790","428",
"9351","1973","2822","524",
"9352","1972","14901","603",
"9353","1990","0","639",
"9354","2021","48323665","98",
"9355","2018","0","658",
"9356","1985","17100","989",
"9357","1982","205705","203",
"9358","1988","8277043","616",
"9359","1984","4057032","432",
"9360","1989","256311603","909",
"9361","1986","3747819","633",
"9362","2021","0","838",
