"Campus","Year","CampusFee",
"7618","1978","585960",
"7619","1996","717",
"7620","1981","5883",
"7621","1972","877766",
"7622","2014","622",
"7623","2009","1",
"7624","2004","7188553",
"7625","1996","2225023",
"7626","2024","4878325",
"7627","1994","1877603",
"7628","1980","3053367",
"7629","1982","861",
"7630","1996","5",
"7631","2025","52",
"7632","2011","7",
"7633","1983","9907769",
"7634","1984","16256751",
"7635","2018","35",
"7636","2000","0",
"7637","2024","304672",
"7638","2008","7659",
"7639","2006","0",
"7640","2019","90419887",
"7641","1972","79",
"7642","1989","672564716",
"7643","2015","18",
"7644","2012","39410",
"7645","1975","893997",
"7646","1971","7784503",
"7647","1978","4",
"7648","1975","694296326",
"7649","1999","84009991",
"7650","2012","74148",
"7651","2000","7134",
"7652","1982","1",
"7653","1996","961",
"7654","2020","6005",
"7655","1981","551",
"7656","1993","20",
"7657","1997","162740",
"7658","2003","5004",
"7659","2020","72894130",
"7660","1972","61",
"7661","1994","326044",
"7662","2018","23356632",
"7663","1983","574",
"7664","2012","961",
"7665","2008","0",
"7666","2008","2",
"7667","2000","8620",
"7668","2021","3233246",
"7669","1997","4865597",
"7670","2004","0",
"7671","2018","954",
"7672","2015","5683687",
"7673","2002","22",
"7674","1992","41770",
"7675","1978","85",
"7676","2004","28690105",
"7677","2003","965",
"7678","2008","0",
"7679","2010","555543",
"7680","1997","224",
"7681","2024","561583",
"7682","1979","55239962",
"7683","1996","571083",
"7684","2008","842",
"7685","2022","8",
"7686","1995","336",
"7687","2000","0",
"7688","1988","912",
"7689","2015","590435",
"7690","1992","0",
"7691","1972","65031",
"7692","1998","7",
"7693","1978","843",
"7694","2009","60068",
"7695","2009","581",
"7696","2007","0",
"7697","1972","24142",
"7698","2003","637437",
"7699","1971","15121",
"7700","2010","5687",
"7701","2010","6169",
"7702","1970","2426",
"7703","2005","196582",
"7704","1973","7",
"7705","2010","539",
"7706","1971","56414787",
"7707","2023","90434890",
"7708","1976","5352",
"7709","2002","69274608",
"7710","2010","877128115",
"7711","2007","7708",
"7712","2012","9",
"7713","1996","63165420",
"7714","2008","93167621",
"7715","2014","66",
"7716","2019","4151517",
"7717","1979","8",
"7718","1992","832",
"7719","2011","1",
"7720","1976","65079100",
"7721","1991","0",
"7722","1979","582667557",
"7723","1983","34466",
"7724","2022","1349649",
"7725","1986","911",
"7726","2002","3",
"7727","1977","3682",
"7728","2006","3576865",
"7729","2010","536931631",
"7730","1984","0",
"7731","2003","997727296",
"7732","2024","4",
"7733","2023","65",
"7734","2017","4",
"7735","2018","184541274",
"7736","1977","176",
"7737","2007","2394",
"7738","2006","265957988",
"7739","1971","5225563",
"7740","1984","335671",
"7741","2024","4994379",
"7742","1988","124075",
"7743","1971","887",
"7744","2024","9333981",
"7745","1978","0",
"7746","2021","425698",
"7747","1993","7830",
"7748","2014","1611394",
"7749","1971","8",
"7750","1972","8",
"7751","2004","6199316",
"7752","1985","68417",
"7753","2015","3780573",
"7754","1999","401105098",
"7755","2017","596",
"7756","2002","94966748",
"7757","1984","40611",
"7758","1990","44506335",
"7759","1975","4135132",
"7760","1987","6277",
"7761","1977","32867",
"7762","1990","52368",
"7763","2019","8",
"7764","1997","666",
"7765","2003","67",
"7766","2011","46523",
"7767","1996","0",
"7768","1993","98028",
"7769","2002","0",
"7770","2016","304635",
"7771","2018","0",
"7772","1983","0",
"7773","1971","833806",
"7774","2021","233269475",
"7775","1995","2670890",
"7776","2013","26534",
"7777","1993","26083838",
"7778","2015","50232973",
"7779","1979","5951",
"7780","1985","600912911",
"7781","2007","387",
"7782","1999","20257",
"7783","1987","40",
"7784","1995","9929",
"7785","1997","4911724",
"7786","2002","8564",
"7787","2012","263755",
"7788","2001","209850",
"7789","2022","87927",
"7790","2004","220",
"7791","2013","183420",
"7792","1974","98871",
"7793","1995","7",
"7794","2015","48217506",
"7795","2009","5627",
"7796","1972","737501320",
"7797","2021","984",
"7798","2008","92152",
"7799","2000","307",
"7800","2014","2",
"7801","1983","28610765",
"7802","1994","446534314",
"7803","1999","97375967",
"7804","2023","12111",
"7805","2006","5391",
"7806","2017","8162",
"7807","1980","77785",
"7808","1981","4",
"7809","2012","284051",
"7810","1978","0",
"7811","1995","870",
"7812","1984","284",
"7813","2012","4569148",
"7814","2006","200",
"7815","1990","921679569",
"7816","2017","8985",
"7817","1988","440",
"7818","2011","389615420",
"7819","1994","91",
"7820","1977","0",
"7821","2017","60",
"7822","2007","5734088",
"7823","1995","3",
"7824","1989","0",
"7825","2025","139715",
"7826","1983","5546",
"7827","2015","1649",
"7828","1986","3",
"7829","1997","2",
"7830","1977","82",
"7831","2007","343928255",
"7832","2011","839",
"7833","2023","6",
"7834","1975","931357365",
"7835","1978","71916024",
"7836","1981","277192781",
"7837","2010","463926667",
"7838","2022","34122",
"7839","1987","6792",
"7840","2006","23",
"7841","1983","60182",
"7842","1992","79347",
"7843","1979","9816256",
"7844","1970","187202154",
"7845","2021","30294908",
"7846","2023","893263011",
"7847","1987","430",
"7848","1978","545118",
"7849","1979","316719220",
"7850","1982","8",
"7851","2020","5623",
"7852","1988","0",
"7853","2006","5934",
"7854","2004","0",
"7855","2015","708013463",
"7856","2015","0",
"7857","2018","9028",
"7858","2007","65929",
"7859","2022","5269",
"7860","1979","552246",
"7861","1995","86331",
"7862","2005","1315",
"7863","1979","3",
"7864","2008","76195",
"7865","1971","873016723",
"7866","1970","5",
"7867","1985","7242201",
"7868","2010","3669",
"7869","1996","4",
"7870","1992","688734783",
"7871","1988","9",
"7872","1991","82051416",
"7873","1996","2046453",
"7874","2001","455614950",
"7875","2017","49",
"7876","1972","3466357",
"7877","2022","387558528",
"7878","2002","28841211",
"7879","1988","5192",
"7880","2016","6721",
"7881","1972","214",
"7882","2004","82564",
"7883","1994","0",
"7884","2005","98105",
"7885","2017","1475",
"7886","1976","900388",
"7887","1992","2314",
"7888","1979","835437964",
"7889","2005","885",
"7890","1981","55356",
"7891","1977","324044",
"7892","1995","0",
"7893","2016","724",
"7894","2009","0",
"7895","1994","11",
"7896","2018","8204",
"7897","2013","23269",
"7898","2010","0",
"7899","1998","20",
"7900","1992","6163",
"7901","1977","1480",
"7902","2009","988870780",
"7903","2002","99",
"7904","1990","44069682",
"7905","2018","38187",
"7906","2004","755466",
"7907","1992","966",
"7908","1998","85",
"7909","1984","3565902",
"7910","2018","910",
"7911","2011","5",
"7912","1994","1",
"7913","1974","204931409",
"7914","2017","7",
"7915","2007","1500907",
"7916","1993","6",
"7917","2002","7162909",
"7918","1989","7222917",
"7919","2021","5996606",
"7920","1990","0",
"7921","2008","4239",
"7922","2002","13",
"7923","1978","1410",
"7924","1970","4",
"7925","1980","46467963",
"7926","2020","513",
"7927","2000","189",
"7928","2023","16115630",
"7929","1980","918001300",
"7930","1978","7141746",
"7931","2019","0",
"7932","2004","1421",
"7933","2025","25",
"7934","1984","9",
"7935","2010","347651",
"7936","1979","72793",
"7937","2002","0",
"7938","1995","0",
"7939","1978","8",
"7940","1996","82",
"7941","2013","7",
"7942","2009","0",
"7943","1995","2467",
"7944","1981","0",
"7945","1987","7515",
"7946","2023","0",
"7947","1986","822016",
"7948","1972","64",
"7949","1986","3009",
"7950","1985","1948950",
"7951","1984","0",
"7952","1988","2",
"7953","2007","84453703",
"7954","2011","4",
"7955","1998","9265",
"7956","2001","4",
"7957","1979","2501",
"7958","2007","690618",
"7959","1999","787748",
"7960","2025","5953990",
"7961","2024","0",
"7962","1998","5",
"7963","1994","84",
"7964","1988","915721225",
"7965","2015","88",
"7966","1980","447",
"7967","2011","11269",
"7968","1988","91959",
"7969","2007","892272",
"7970","1974","9356875",
"7971","1972","0",
"7972","1978","54028964",
"7973","1981","2642",
"7974","1983","118682",
"7975","1987","1321",
"7976","1985","38612",
"7977","2018","625774173",
"7978","1980","37853",
"7979","2019","532654",
"7980","2016","35",
"7981","2009","37",
"7982","1976","698162",
"7983","1975","72",
"7984","1990","135127",
"7985","2020","0",
"7986","1993","4430",
"7987","2015","2621624",
"7988","2020","0",
"7989","1980","8712322",
"7990","1996","437585957",
"7991","2006","2803575",
"7992","2021","53977",
"7993","2000","7356",
"7994","1993","7750",
"7995","2010","1714574",
"7996","1994","971",
"7997","2014","3028",
"7998","1991","92389851",
"7999","2003","51",
"8000","2001","884857",
"8001","2026","405730",
"8002","1991","974",
"8003","2018","450088",
"8004","2019","399",
"8005","1998","626543",
"8006","1991","3739",
"8007","2018","840429",
"8008","1997","88997339",
"8009","2010","0",
"8010","1975","516465",
"8011","2002","35288",
"8012","2019","41728",
"8013","1986","53925462",
"8014","2004","53",
"8015","2000","94916698",
"8016","2010","1166794",
"8017","2011","8169",
"8018","1975","13",
"8019","2019","236385",
"8020","1980","4174",
"8021","1974","623",
"8022","1993","3450827",
"8023","2001","75792",
"8024","1976","96605",
"8025","1979","835431",
"8026","1993","15927750",
"8027","1974","58",
"8028","1989","6998",
"8029","1999","29585927",
"8030","1978","48",
"8031","1979","2383157",
"8032","1996","946881",
"8033","2013","3738",
"8034","2025","67059355",
"8035","2004","953",
"8036","1985","380",
"8037","2015","5096978",
"8038","1975","210041",
"8039","2017","5466",
"8040","2004","92722835",
"8041","1976","203680",
"8042","2012","3429",
"8043","2006","4316465",
"8044","2010","65312",
"8045","2004","17501770",
"8046","1977","669880270",
"8047","1984","326167384",
"8048","2017","0",
"8049","2024","452499173",
"8050","1995","10",
"8051","2025","99",
"8052","2022","77423",
"8053","1992","92492864",
"8054","1984","0",
"8055","1978","0",
"8056","2005","753373616",
"8057","2019","8413145",
"8058","2023","4280857",
"8059","2016","7",
"8060","2019","1524",
"8061","1975","76",
"8062","2000","76562",
"8063","2018","639053",
"8064","1976","9766700",
"8065","2014","27319",
"8066","2005","27",
"8067","2024","77891146",
"8068","2018","1137647",
"8069","2010","4604",
"8070","1997","5836972",
"8071","1985","736",
"8072","1976","388006537",
"8073","1999","131",
"8074","2021","36",
"8075","2003","690324",
"8076","1975","89",
"8077","2011","6",
"8078","2002","4125804",
"8079","1995","151",
"8080","2023","9592621",
"8081","2010","0",
"8082","2021","6",
"8083","1985","53",
"8084","2025","35",
"8085","2013","881685",
"8086","2010","1413",
"8087","2015","8349",
"8088","1973","508702",
"8089","2020","22827417",
"8090","2023","30769959",
"8091","2004","69861646",
"8092","1982","6",
"8093","2018","27696",
"8094","1997","92480",
"8095","2023","7",
"8096","1977","56774",
"8097","1977","59651",
"8098","2014","4960",
"8099","2017","1831",
"8100","2011","961822291",
"8101","2018","806804274",
"8102","2021","65847907",
"8103","2023","3",
"8104","2001","73",
"8105","2022","73",
"8106","1975","7065781",
"8107","1981","465829003",
"8108","1978","507139",
"8109","1998","3137",
"8110","1973","21436",
"8111","2003","984315",
"8112","1989","0",
"8113","1986","75753",
"8114","1979","500",
"8115","2002","94",
"8116","1971","638",
"8117","1971","533",
"8118","1991","140490",
"8119","1992","193",
"8120","2016","12557",
"8121","1975","2474",
"8122","1978","8696",
"8123","1980","47",
"8124","1983","9",
"8125","2022","289",
"8126","1995","9405",
"8127","1977","6488515",
"8128","1985","210809022",
"8129","1974","0",
"8130","2000","4378",
"8131","1991","807",
"8132","1995","0",
"8133","2000","74956",
"8134","1999","26094075",
"8135","1987","67",
"8136","2015","9589",
"8137","2015","158",
"8138","1991","0",
"8139","1981","3985",
"8140","2017","0",
"8141","1986","713621",
"8142","2018","7053037",
"8143","2002","0",
"8144","2011","442224848",
"8145","2021","518775",
"8146","2016","97454",
"8147","1973","2",
"8148","1991","4834",
"8149","1977","58187844",
"8150","1987","0",
"8151","2002","3281",
"8152","2015","293783",
"8153","1995","992107704",
"8154","1983","2",
"8155","2007","0",
"8156","2007","80625181",
"8157","2012","15141928",
"8158","1976","3",
"8159","2003","58056222",
"8160","1971","892402",
"8161","1985","5247",
"8162","2008","59",
"8163","2004","3",
"8164","1972","425843",
"8165","1977","0",
"8166","1971","544954",
"8167","1973","18576",
"8168","2009","0",
"8169","2009","2",
"8170","2005","771",
"8171","2001","9",
"8172","1995","23218",
"8173","1980","8668",
"8174","2011","0",
"8175","1972","153258",
"8176","2004","86653738",
"8177","1973","667678521",
"8178","2004","9",
"8179","1982","961652",
"8180","2019","2",
"8181","1978","409",
"8182","2022","4802074",
"8183","2005","2",
"8184","2018","8353019",
"8185","2009","54723099",
"8186","1984","0",
"8187","1983","153467",
"8188","2023","285",
"8189","1999","6",
"8190","1993","182410",
"8191","2023","42007",
"8192","1994","9832490",
"8193","2010","30749269",
"8194","2025","957420",
"8195","2012","33822098",
"8196","1997","717",
"8197","2008","59142585",
"8198","1987","248188787",
"8199","2016","2",
"8200","1991","991",
"8201","1997","6",
"8202","2014","147102698",
"8203","2016","0",
"8204","2024","91",
"8205","1994","44",
"8206","1977","842",
"8207","2005","905",
"8208","1983","3",
"8209","2011","729037",
"8210","1987","3",
"8211","1997","298761",
"8212","2005","0",
"8213","1970","7",
"8214","2016","502524532",
"8215","1987","35",
"8216","1995","5332",
"8217","2007","1",
"8218","2001","3673",
"8219","1987","66926041",
"8220","2012","87456608",
"8221","2021","3688653",
"8222","1997","866",
"8223","1970","92619618",
"8224","2011","323080",
"8225","2021","411",
"8226","2000","3571265",
"8227","2001","68220",
"8228","2023","7",
"8229","1986","0",
"8230","2006","782",
"8231","2005","696",
"8232","2015","53326823",
"8233","2013","7898",
"8234","1971","34",
"8235","1984","7",
"8236","2003","2636855",
"8237","1997","15675374",
"8238","1995","1270",
"8239","1997","456083",
"8240","1993","6",
"8241","1991","3989116",
"8242","1978","76",
"8243","2002","3",
"8244","1997","0",
"8245","2017","2894",
"8246","1994","6232489",
"8247","2023","43",
"8248","1989","457655",
"8249","1999","821036",
"8250","2008","1",
"8251","1988","35184470",
"8252","1994","5455511",
"8253","2021","747",
"8254","1996","8177912",
"8255","1987","71652",
"8256","1999","29858",
"8257","1970","3871373",
"8258","2014","244",
"8259","2017","890628550",
"8260","1990","41328",
"8261","1979","626",
"8262","2022","6010",
"8263","1995","58",
"8264","1995","88942",
"8265","1981","3",
"8266","2008","1476",
"8267","2025","0",
"8268","1972","734412",
"8269","1993","105",
"8270","2009","832",
"8271","1991","7102",
"8272","2010","91",
"8273","2023","24612993",
"8274","1979","283100403",
"8275","1991","2427813",
"8276","2017","241605",
"8277","1972","0",
"8278","2008","209353800",
"8279","1977","8567236",
"8280","2004","3987183",
"8281","1981","531587325",
"8282","2003","2374044",
"8283","1976","988",
"8284","2015","598745",
"8285","1985","53284",
"8286","2009","519142",
"8287","1989","1985",
"8288","2007","5857",
"8289","1970","492",
"8290","1973","861919645",
"8291","2013","0",
"8292","2009","0",
"8293","2023","35327323",
"8294","1981","274805337",
"8295","1983","548",
"8296","1997","2",
"8297","1973","28570",
"8298","1977","6065057",
"8299","2013","599284709",
"8300","1973","0",
"8301","1994","0",
"8302","2004","137161550",
"8303","2020","766",
"8304","2003","6",
"8305","1996","77",
"8306","1984","4792010",
"8307","1989","16",
"8308","2023","7819028",
"8309","1987","290626",
"8310","1971","47275",
"8311","2003","0",
"8312","1995","6405434",
"8313","2019","86922144",
"8314","2006","60463",
"8315","1976","131",
"8316","2011","317",
"8317","2013","324715602",
"8318","1988","562592411",
"8319","1973","90",
"8320","1997","189040",
"8321","2004","1103",
"8322","1995","133286363",
"8323","2003","996475",
"8324","1993","249243",
"8325","1989","0",
"8326","2022","26",
"8327","1990","20086",
"8328","1980","60584579",
"8329","1974","90599",
"8330","1993","0",
"8331","2023","1",
"8332","1995","35278",
"8333","1981","92",
"8334","2014","595",
"8335","2001","41547127",
"8336","2015","68",
"8337","1997","9580",
"8338","2016","0",
"8339","2000","0",
"8340","2002","1317421",
"8341","2009","4",
"8342","2008","0",
"8343","1990","6805",
"8344","2000","0",
"8345","2013","87",
"8346","1979","55",
"8347","2006","125",
"8348","1970","99",
"8349","1973","8",
"8350","2005","94",
"8351","2011","82",
"8352","1970","398557496",
"8353","1978","48246",
"8354","2016","260",
"8355","2018","90314",
"8356","2018","7299",
"8357","1978","8819379",
"8358","2023","60348",
"8359","2002","960981",
"8360","2013","29549",
"8361","1974","858",
"8362","2008","920850",
"8363","1988","35813",
"8364","2017","154179",
"8365","1990","918255",
"8366","2008","8410043",
"8367","1994","13",
"8368","1978","0",
"8369","2025","9",
"8370","1974","52674",
"8371","1980","15",
"8372","2013","214112",
"8373","1979","130941613",
"8374","1977","1903",
"8375","2011","37",
"8376","2019","55",
"8377","1997","5",
"8378","2006","82898638",
"8379","1992","83612089",
"8380","2003","91",
"8381","1987","311239881",
"8382","2007","0",
"8383","1994","0",
"8384","1991","51",
"8385","2022","93",
"8386","1975","12",
"8387","1972","0",
"8388","2016","376",
"8389","2003","665779",
"8390","2016","12966",
"8391","1972","22",
"8392","1996","10336762",
"8393","2015","0",
"8394","1995","38455",
"8395","2020","3940",
"8396","2023","108",
"8397","2014","6987",
"8398","2015","104678",
"8399","2003","35",
"8400","1986","6635",
"8401","1989","577725",
"8402","1999","6687210",
"8403","2021","345968",
"8404","1974","812",
"8405","1984","0",
"8406","1996","2",
"8407","1995","543119",
"8408","2013","0",
"8409","2017","96",
"8410","1988","79",
"8411","2007","1842987",
"8412","2010","3350216",
"8413","1975","16",
"8414","2012","91900333",
"8415","1972","65702819",
"8416","1971","6527",
"8417","2017","88",
"8418","2001","2424",
"8419","1971","37",
"8420","2002","465",
"8421","2002","24013",
"8422","2008","1",
"8423","1971","767243791",
"8424","1970","6899906",
"8425","2006","921788",
"8426","2015","75716198",
"8427","1971","461973",
"8428","2021","48067",
"8429","1983","29",
"8430","1982","8",
"8431","1974","0",
"8432","2003","7147790",
"8433","2019","597251573",
"8434","1975","226907905",
"8435","2019","0",
"8436","1997","502",
"8437","1988","50763522",
"8438","2015","395655814",
"8439","1997","1676553",
"8440","1983","0",
"8441","1990","65354",
"8442","1991","657237",
"8443","1970","59",
"8444","1999","0",
"8445","2016","1",
"8446","2013","691",
"8447","1982","29",
"8448","2012","712",
"8449","2010","23228296",
"8450","2023","352934",
"8451","1981","16",
"8452","2011","9905",
"8453","2018","2",
"8454","1980","570803",
"8455","1980","5184",
"8456","1985","7",
"8457","1990","816018126",
"8458","1972","395",
"8459","1976","879706875",
"8460","2007","778",
"8461","1977","0",
"8462","1988","684",
"8463","1988","695",
"8464","1980","8439020",
"8465","1998","6499",
"8466","1997","886801",
"8467","2011","0",
"8468","1981","834248",
"8469","1974","7200634",
"8470","2015","21",
"8471","1976","53",
"8472","1999","76",
"8473","2011","251",
"8474","1994","103347",
"8475","2006","81",
"8476","1993","40",
"8477","2017","30",
"8478","1990","265167",
"8479","1987","976",
"8480","1970","596",
"8481","2004","4",
"8482","1999","2089",
"8483","2025","17",
"8484","2025","27138",
"8485","1991","9447",
"8486","2004","429",
"8487","2019","905",
"8488","1978","9",
"8489","1996","75505",
"8490","2013","20693",
"8491","2025","0",
"8492","1978","97264",
"8493","2011","36",
"8494","1989","9845041",
"8495","1979","1",
"8496","1970","286868",
"8497","2012","39",
"8498","1985","6319083",
"8499","1985","33",
"8500","1987","4170114",
"8501","2022","2181",
"8502","2007","0",
"8503","1989","724346633",
"8504","1987","378773",
"8505","1990","4189108",
"8506","2004","26148",
"8507","2018","714",
"8508","1994","676842578",
"8509","2008","71",
"8510","1981","1698",
"8511","2023","0",
"8512","2011","0",
"8513","1981","64138",
"8514","2007","904491",
"8515","2012","446",
"8516","1994","0",
"8517","1991","911186",
"8518","2014","0",
"8519","1995","95",
"8520","1971","26752",
"8521","2009","0",
"8522","2021","1582024",
"8523","2025","3",
"8524","1992","8391800",
"8525","1986","0",
"8526","1980","1882",
"8527","2007","0",
"8528","2002","4199792",
"8529","1986","560",
"8530","2015","0",
"8531","1984","387870911",
"8532","1991","7116",
"8533","2016","17120658",
"8534","1978","74030",
"8535","1981","23",
"8536","1987","9083500",
"8537","2007","21238061",
"8538","1998","788370054",
"8539","2019","64163",
"8540","1974","190",
"8541","2019","1",
"8542","1982","0",
"8543","2025","77304585",
"8544","1986","2",
"8545","2012","767559856",
"8546","2010","11253160",
"8547","2024","8714",
"8548","1989","397",
"8549","2021","1808",
"8550","2007","3",
"8551","1973","0",
"8552","1981","56869",
"8553","1977","33",
"8554","1990","26802149",
"8555","2019","5150562",
"8556","2012","44",
"8557","1999","0",
"8558","2022","33",
"8559","1978","788257",
"8560","1991","632",
"8561","2014","843328",
"8562","1999","46677868",
"8563","2017","1483",
"8564","1993","78914",
"8565","2021","724848433",
"8566","1999","5",
"8567","1988","288629",
"8568","2023","0",
"8569","1974","43",
"8570","1991","63449",
"8571","1989","976894",
"8572","1988","13",
"8573","2010","55",
"8574","1986","80990",
"8575","2017","904",
"8576","1993","470604",
"8577","2012","95666535",
"8578","1997","7322111",
"8579","2011","75346073",
"8580","1999","0",
"8581","1970","5741",
"8582","2017","82699",
"8583","2021","790760594",
"8584","1995","9",
"8585","2021","6105257",
"8586","1978","467759114",
"8587","1986","5",
"8588","1970","5369",
"8589","2016","56563",
"8590","2006","5",
"8591","1988","0",
"8592","1996","0",
"8593","2002","73",
"8594","2016","8",
"8595","1971","288451991",
"8596","1977","8",
"8597","2002","3375943",
"8598","1986","0",
"8599","1990","9613",
"8600","1982","94758098",
"8601","1979","23906603",
"8602","1978","53",
"8603","2000","789",
"8604","1997","887",
"8605","1972","2",
"8606","2012","9517698",
"8607","1976","3286449",
"8608","1986","568515886",
"8609","1989","2",
"8610","2017","2090",
"8611","1999","84",
"8612","1988","7031",
"8613","1986","70",
"8614","1986","821302",
"8615","1974","85",
"8616","1971","102",
"8617","2023","97851",
"8618","1986","992733698",
"8619","2004","7595347",
"8620","2022","7224716",
"8621","2021","4949421",
"8622","1994","0",
"8623","1974","8388892",
"8624","2020","856085",
"8625","2001","8848988",
"8626","2021","184",
"8627","2014","8801042",
"8628","1977","819839",
"8629","1974","99470",
"8630","2005","57633",
"8631","2000","9746844",
"8632","2004","12880500",
"8633","1984","0",
"8634","1971","663576",
"8635","1998","8729",
"8636","1991","87995",
"8637","1970","30151",
"8638","1978","0",
"8639","2010","8090",
"8640","2010","8730",
"8641","2015","533151263",
"8642","1973","32",
"8643","1994","451189",
"8644","1991","166440998",
"8645","2017","9",
"8646","2024","14069",
"8647","1996","95",
"8648","2012","9504",
"8649","1981","16227149",
"8650","2006","659013",
"8651","2000","9386027",
"8652","2003","70551731",
"8653","2005","620327",
"8654","1982","2823989",
"8655","2012","81954629",
"8656","1979","358270",
"8657","1984","224585",
"8658","2008","86",
"8659","1988","1915",
"8660","2017","0",
"8661","2013","51525",
"8662","1976","671910730",
"8663","1995","0",
"8664","1975","708184",
"8665","1977","3216",
"8666","1995","41",
"8667","1976","766",
"8668","2019","326997",
"8669","1994","5944548",
"8670","1991","3153980",
"8671","1978","3800",
"8672","1977","3",
"8673","1970","65244135",
"8674","2024","48433",
"8675","1996","22",
"8676","1974","354512",
"8677","2010","980214103",
"8678","1995","1633749",
"8679","1994","324715",
"8680","1985","39",
"8681","1978","8",
"8682","1983","893110",
"8683","1994","65",
"8684","1991","38",
"8685","1985","1254506",
"8686","2005","2",
"8687","2018","0",
"8688","1984","76782787",
"8689","1987","85",
"8690","2016","359",
"8691","1970","735404249",
"8692","1973","193594113",
"8693","1977","0",
"8694","2020","530345",
"8695","1986","714357",
"8696","1972","492651748",
"8697","1971","458336",
"8698","1989","0",
"8699","1987","107",
"8700","2011","6",
"8701","2020","798762",
"8702","1973","0",
"8703","1981","70076",
"8704","1987","393",
"8705","2002","871353",
"8706","2009","918240",
"8707","2007","0",
"8708","1991","836",
"8709","2007","8090",
"8710","1993","9",
"8711","1996","93723",
"8712","2007","2",
"8713","2016","26862",
"8714","2022","785697",
"8715","2018","9",
"8716","2024","68351",
"8717","2019","305",
"8718","1976","163006",
"8719","1998","557991196",
"8720","2022","131",
"8721","1982","0",
"8722","1974","10482",
"8723","2018","699515",
"8724","1980","0",
"8725","1975","0",
"8726","1970","498612",
"8727","1978","861155055",
"8728","1986","912496",
"8729","2023","481",
"8730","1971","9862037",
"8731","2007","351611",
"8732","1978","24873",
"8733","1984","1034",
"8734","1985","48081932",
"8735","1977","0",
"8736","1985","23418",
"8737","1984","3130206",
"8738","1981","81127",
"8739","2011","3",
"8740","2022","716662513",
"8741","2020","7632",
"8742","1974","809082",
"8743","1991","89515142",
"8744","2007","1313455",
"8745","1970","6021490",
"8746","2004","876",
"8747","1997","0",
"8748","1994","0",
"8749","1980","677",
"8750","1983","20872319",
"8751","2004","683884",
"8752","1998","839",
"8753","1997","6405977",
"8754","1984","9589",
"8755","1996","22236592",
"8756","2002","0",
"8757","1982","642",
"8758","2000","137788",
"8759","2018","12780704",
"8760","1986","4903726",
"8761","2010","731",
"8762","2001","7065",
"8763","2006","0",
"8764","2000","8413728",
"8765","1977","8684",
"8766","1970","687",
"8767","1999","2",
"8768","1976","5107617",
"8769","1978","0",
"8770","2025","0",
"8771","1988","6",
"8772","2010","71",
"8773","1970","7710",
"8774","1995","383512",
"8775","2010","36",
"8776","2000","0",
"8777","1980","0",
"8778","2018","9",
"8779","2022","0",
"8780","1996","7461",
"8781","2020","1",
"8782","1980","9751393",
"8783","2001","357112",
"8784","2020","1",
"8785","2016","921891043",
"8786","1974","473103556",
"8787","1992","365",
"8788","2015","55",
"8789","1978","13",
"8790","2014","447",
"8791","2016","403632174",
"8792","1979","80753",
"8793","2021","204570",
"8794","1997","544",
"8795","2019","73237502",
"8796","1992","271759166",
"8797","1981","7327016",
"8798","1978","55",
"8799","1981","525951",
"8800","2010","0",
"8801","1991","0",
"8802","1993","48",
"8803","2025","6104068",
"8804","1995","26",
"8805","1994","677222",
"8806","1991","697353",
"8807","1988","52336",
"8808","1998","235",
"8809","1994","0",
"8810","1986","996971",
"8811","2012","86490",
"8812","1986","334246",
"8813","1989","38",
"8814","1992","74983",
"8815","2005","101",
"8816","2011","9846243",
"8817","1989","4701",
"8818","1986","9976450",
"8819","1974","32667354",
"8820","1989","715489",
"8821","1984","711204262",
"8822","1976","16",
"8823","2014","5015",
"8824","1972","2575",
"8825","1999","8998",
"8826","1998","0",
"8827","2018","4",
"8828","1997","6260824",
"8829","1981","67482845",
"8830","1973","1472608",
"8831","2001","29",
"8832","2011","31",
"8833","1996","0",
"8834","2014","146456",
"8835","1981","0",
"8836","1982","19",
"8837","1977","9387843",
"8838","2010","6790681",
"8839","1991","322324299",
"8840","2025","902118553",
"8841","2010","84184",
"8842","2017","94352615",
"8843","1996","622727",
"8844","2008","3",
"8845","1998","1822",
"8846","2023","476",
"8847","1978","416154730",
"8848","2015","669808",
"8849","1991","147",
"8850","2023","89",
"8851","1984","4382",
"8852","2011","9",
"8853","2016","5480171",
"8854","1972","87023512",
"8855","2001","3",
"8856","1978","53887272",
"8857","1977","4",
"8858","1983","781437",
"8859","2018","4506684",
"8860","2003","1633573",
"8861","1985","631036",
"8862","2002","1108",
"8863","1993","890224",
"8864","1992","465",
"8865","2004","386363433",
"8866","2019","732",
"8867","2005","70",
"8868","2023","3977",
"8869","1981","4",
"8870","2007","2911",
"8871","1970","467131858",
"8872","2006","0",
"8873","1991","649826103",
"8874","2010","6360",
"8875","1992","21978972",
"8876","2022","85675473",
"8877","1984","569704",
"8878","1998","18448",
"8879","2017","29550",
"8880","1978","37",
"8881","1989","52606503",
"8882","2004","6",
"8883","1991","3248",
"8884","1988","81884653",
"8885","1992","587796",
"8886","2025","3",
"8887","2017","9788412",
"8888","1986","8574816",
"8889","2014","55926",
"8890","2020","71906",
"8891","1981","7036",
"8892","2015","759472102",
"8893","2007","58",
"8894","2002","2702584",
"8895","1985","4",
"8896","1976","1616",
"8897","1990","527376",
"8898","2010","784524",
"8899","2008","562411",
"8900","1989","7",
"8901","1985","8670",
"8902","1971","41907403",
"8903","1989","267729",
"8904","1974","85447375",
