"Campus","Discipline","Year","Undergraduate","Graduate",
"7700","64015907","1983","1","5",
"7701","42856648","1973","5","8",
"7702","3571595","2023","6","5",
"7703","102","1994","7","2",
"7704","0","2022","5","1",
"7705","27","1986","4","6",
"7706","71676367","1971","8","6",
"7707","691307845","1974","9","3",
"7708","844942472","2006","7","5",
"7709","40","1996","7","4",
"7710","205","1971","6","2",
"7711","0","1987","8","4",
"7712","4406947","2003","3","7",
"7713","35033","2015","4","1",
"7714","32217888","2022","5","4",
"7715","8940","1996","5","5",
"7716","0","2013","3","1",
"7717","48943","2016","2","4",
"7718","24201720","1995","2","1",
"7719","44459369","1978","5","1",
"7720","1","1985","8","5",
"7721","90442","1992","2","2",
"7722","3173085","1976","8","8",
"7723","5593","1976","2","4",
"7724","744394","1996","3","7",
"7725","10946414","1991","6","5",
"7726","2401","1995","7","1",
"7727","2771","1991","1","1",
"7728","2106222","2015","1","3",
"7729","126442408","2022","2","1",
"7730","20","1976","3","9",
"7731","500","1971","4","7",
"7732","8009659","1974","1","9",
"7733","241","2014","5","3",
"7734","1427952","2023","1","6",
"7735","803","1998","6","6",
"7736","52","2024","8","1",
"7737","1227880","1990","6","9",
"7738","8135610","2018","5","5",
"7739","18129","2012","2","9",
"7740","0","1974","7","8",
"7741","0","1988","3","2",
"7742","422286","1977","4","7",
"7743","213551181","1996","6","9",
"7744","70729","1999","5","9",
"7745","359","2022","1","2",
"7746","411823928","1987","8","5",
"7747","459973678","2018","7","9",
"7748","934","2025","7","3",
"7749","0","2018","7","4",
"7750","12","1971","4","5",
"7751","0","2018","6","7",
"7752","105458","1983","7","7",
"7753","922070886","1984","8","8",
"7754","55","2006","7","5",
"7755","4","2000","9","3",
"7756","796564632","1974","7","7",
"7757","33","1997","2","6",
"7758","5090","1981","1","7",
"7759","52","2003","7","2",
"7760","3656780","1984","3","7",
"7761","4","2005","7","7",
"7762","38","1989","5","3",
"7763","23","2022","9","5",
"7764","988026016","2018","8","3",
"7765","37","2018","6","2",
"7766","0","1987","3","3",
"7767","519947","1982","4","1",
"7768","3","1980","8","6",
"7769","644972","1974","1","8",
"7770","543788947","2007","8","5",
"7771","18742","1999","1","7",
"7772","8513","2010","3","8",
"7773","6322","1986","7","7",
"7774","0","2025","2","8",
"7775","77","1988","2","7",
"7776","5735995","2015","6","7",
"7777","96","1994","8","8",
"7778","0","1993","2","3",
"7779","32416952","2006","2","2",
"7780","8","1987","4","9",
"7781","748053","2021","5","3",
"7782","5772","1980","1","1",
"7783","1","1987","5","1",
"7784","147753","2020","7","1",
"7785","9974","1983","9","7",
"7786","934","1976","1","1",
"7787","6683422","1993","9","9",
"7788","7","1994","9","3",
"7789","8992","1974","6","6",
"7790","522264","1982","4","7",
"7791","667646","1987","7","3",
"7792","47239188","2000","6","6",
"7793","22855","1985","8","5",
"7794","300","1978","2","7",
"7795","6006","1979","9","8",
"7796","948618","1985","6","9",
"7797","0","1972","2","2",
"7798","1","2017","3","4",
"7799","4791179","1979","3","8",
"7800","48","2017","8","5",
"7801","0","2014","3","7",
"7802","48977","2013","1","5",
"7803","66396","2017","3","5",
"7804","23","1996","3","8",
"7805","414","1973","9","6",
"7806","1292","2011","6","6",
"7807","858229","1998","9","8",
"7808","40521","2010","2","5",
"7809","9642610","1997","1","1",
"7810","9","1999","7","5",
"7811","2025","2010","2","1",
"7812","367669","1991","2","3",
"7813","343","2011","6","8",
"7814","8","2004","6","2",
"7815","760","1977","6","8",
"7816","690430463","1985","4","7",
"7817","0","1990","3","9",
"7818","6","2018","2","6",
"7819","76965850","2019","3","6",
"7820","0","1970","4","7",
"7821","422938","1973","1","1",
"7822","56733","1970","9","9",
"7823","71175314","1971","6","8",
"7824","16","1986","8","8",
"7825","1590583","2003","8","1",
"7826","1","1977","7","1",
"7827","67302","1974","7","4",
"7828","144535","2005","1","9",
"7829","723226","2017","5","5",
"7830","92801472","1990","4","6",
"7831","0","1989","9","2",
"7832","4670","2017","9","2",
"7833","7246","1997","3","4",
"7834","253812","2013","5","3",
"7835","5","2015","2","8",
"7836","427","1989","2","7",
"7837","89","2024","7","2",
"7838","0","1980","7","1",
"7839","401234","1988","5","4",
"7840","66059385","1982","2","5",
"7841","8","2002","3","2",
"7842","483","1985","1","1",
"7843","2595486","1974","8","7",
"7844","7578","1997","4","9",
"7845","710008837","2012","1","2",
"7846","9","2006","8","8",
"7847","838","1999","6","6",
"7848","0","2025","3","6",
"7849","72714","1971","3","2",
"7850","781418","1997","7","3",
"7851","4","2021","7","1",
"7852","371926","1978","9","4",
"7853","153","2017","2","3",
"7854","69258730","1999","6","3",
"7855","50421","2021","7","1",
"7856","6056","1975","2","5",
"7857","94","2019","9","6",
"7858","69574","2014","2","8",
"7859","0","1971","5","9",
"7860","547945","1995","3","8",
"7861","376538","1986","2","8",
"7862","8","1970","6","3",
"7863","8624869","1996","7","3",
"7864","0","2009","9","8",
"7865","2096703","2016","6","8",
"7866","77820","2007","4","5",
"7867","8285742","2014","3","6",
"7868","6693429","1992","6","1",
"7869","900","2016","9","9",
"7870","6","2018","1","4",
"7871","8533591","1983","1","8",
"7872","96580","2013","3","4",
"7873","498727826","2012","9","1",
"7874","576899844","2005","1","4",
"7875","8299388","2002","3","7",
"7876","575251344","1970","7","1",
"7877","0","2009","3","4",
"7878","9","2019","9","4",
"7879","4831747","2000","1","1",
"7880","404716","1985","6","5",
"7881","7","1982","9","3",
"7882","935338","2019","3","5",
"7883","930908","1979","1","6",
"7884","988847478","1977","7","9",
"7885","0","1989","9","5",
"7886","501688","2007","8","7",
"7887","44","1995","1","9",
"7888","552","1977","2","5",
"7889","423114","2012","6","1",
"7890","416401001","1995","6","6",
"7891","785409","2014","6","5",
"7892","85331555","2023","8","3",
"7893","942506","2005","6","5",
"7894","25443289","1986","3","4",
"7895","8201","1988","6","7",
"7896","5428","2000","3","9",
"7897","0","2013","7","7",
"7898","0","1986","6","5",
"7899","242872","2017","1","8",
"7900","4","2022","3","4",
"7901","0","1999","1","9",
"7902","38","1970","7","7",
"7903","1688","1995","3","2",
"7904","0","2010","5","1",
"7905","303497277","1992","1","8",
"7906","99437","2004","5","6",
"7907","551359","2019","6","1",
"7908","362286","1998","4","2",
"7909","5507","2023","1","3",
"7910","0","1990","8","8",
"7911","8834","1996","6","2",
"7912","77084","1979","5","4",
"7913","6052416","1999","8","5",
"7914","933016","1970","1","3",
"7915","7127","2005","6","5",
"7916","0","1974","2","5",
"7917","4037768","2013","2","3",
"7918","700485587","2020","4","4",
"7919","3392","2006","5","4",
"7920","755326","1988","7","6",
"7921","63643","2000","6","3",
"7922","67","2003","1","5",
"7923","45","1992","2","5",
"7924","759","2013","6","5",
"7925","468135839","1975","5","6",
"7926","62108","2021","6","8",
"7927","6631","2022","3","4",
"7928","34","2001","9","6",
"7929","668","1989","4","9",
"7930","8","2000","7","2",
"7931","55","2025","6","9",
"7932","99161860","2013","6","2",
"7933","0","1990","8","6",
"7934","67638888","1975","3","7",
"7935","0","2004","2","7",
"7936","7931859","2010","8","1",
"7937","8","1970","7","8",
"7938","802","1977","3","9",
"7939","55339","1980","6","6",
"7940","3311311","2016","2","1",
"7941","406","2006","3","7",
"7942","96659425","2022","4","6",
"7943","7002","2018","3","1",
"7944","4","2003","2","8",
"7945","9","2017","6","3",
"7946","9878","1970","7","6",
"7947","32","1991","4","4",
"7948","288084","1996","7","2",
"7949","244","1972","1","9",
"7950","975","2005","5","9",
"7951","74","2003","3","2",
"7952","99196369","1970","9","3",
"7953","89316","2012","5","8",
"7954","7368","2009","2","6",
"7955","1560669","2022","2","3",
"7956","9","1979","1","8",
"7957","83443603","1991","1","5",
"7958","0","2011","8","1",
"7959","0","1981","6","6",
"7960","87","1978","4","8",
"7961","94651834","2023","4","3",
"7962","1357633","1991","3","1",
"7963","79258652","1985","4","2",
"7964","3","2013","8","1",
"7965","43733","1998","9","1",
"7966","6","2022","9","1",
"7967","9002377","1999","9","7",
"7968","1","1973","1","9",
"7969","2854909","1971","8","5",
"7970","558460","1986","7","6",
"7971","60140747","2002","4","4",
"7972","6","2012","7","4",
"7973","0","2002","7","1",
"7974","520690","1974","3","5",
"7975","37","2020","3","1",
"7976","7","1978","1","6",
"7977","300622","2002","7","1",
"7978","2859771","2020","4","7",
"7979","0","1983","4","4",
"7980","657001298","1992","3","1",
"7981","26297","1981","2","5",
"7982","98927646","2001","8","6",
"7983","268328499","2024","5","8",
"7984","7","2000","9","2",
"7985","55","2015","9","2",
"7986","481807900","2008","6","6",
"7987","1301","2012","5","1",
"7988","3","1984","4","6",
"7989","5","1988","2","4",
"7990","1508","1994","5","2",
"7991","9732","2005","8","5",
"7992","102","2010","7","6",
"7993","84181505","1980","1","5",
"7994","882555","1984","4","5",
"7995","421202","1991","9","8",
"7996","128058","2021","5","7",
"7997","0","2010","4","4",
"7998","598499494","1987","2","9",
"7999","2784527","1973","6","7",
"8000","18","1985","8","1",
"8001","327364","1977","1","9",
"8002","76","2008","6","8",
"8003","4395184","1995","2","5",
"8004","20","1979","6","5",
"8005","7482532","1974","2","7",
"8006","976044657","1990","7","1",
"8007","243931669","2020","1","6",
"8008","27104507","1997","3","2",
"8009","2352","2017","1","1",
"8010","0","2016","5","6",
"8011","6","2018","7","4",
"8012","425","1999","1","6",
"8013","6255495","1993","2","4",
"8014","229","1985","8","1",
"8015","7","2016","9","1",
"8016","3392493","2001","7","2",
"8017","47","2010","3","5",
"8018","8099790","1994","9","3",
"8019","7290","1986","8","5",
"8020","60753039","2016","1","1",
"8021","79475","2012","5","6",
"8022","9836576","2000","6","7",
"8023","332739165","1979","9","5",
"8024","722","2021","7","4",
"8025","0","2002","8","7",
"8026","8","2020","4","9",
"8027","86402903","1972","3","2",
"8028","59563756","2012","3","7",
"8029","5844","1978","5","8",
"8030","0","2000","7","6",
"8031","680","2013","9","9",
"8032","425","2013","8","5",
"8033","43","1986","3","1",
"8034","13121844","1974","1","5",
"8035","0","2012","3","8",
"8036","86203","2018","8","1",
"8037","0","2023","1","5",
"8038","0","1979","5","4",
"8039","9621666","2003","1","7",
"8040","4","2006","5","5",
"8041","0","1981","9","6",
"8042","6720","1996","5","8",
"8043","720961","1993","7","2",
"8044","2","1975","7","6",
"8045","60084","1997","3","8",
"8046","758951","1986","8","3",
"8047","59542487","2009","2","7",
"8048","89852642","1990","5","6",
"8049","567024","1979","3","2",
"8050","8767906","1990","7","9",
"8051","59286979","2006","8","7",
"8052","0","1978","8","8",
"8053","8115038","1994","9","7",
"8054","36551992","2024","2","7",
"8055","0","2010","5","3",
"8056","942402","2024","7","5",
"8057","2015","2012","1","7",
"8058","4","2014","1","4",
"8059","93558475","2010","4","8",
"8060","0","1977","8","1",
"8061","7436422","2021","1","2",
"8062","97","1983","1","1",
"8063","791173158","1989","8","8",
"8064","9","1987","4","2",
"8065","310311","1978","5","6",
"8066","4","1994","6","5",
"8067","7","2010","6","8",
"8068","448066","1993","7","2",
"8069","44439581","1996","6","6",
"8070","93","2023","9","3",
"8071","2247","2015","5","3",
"8072","358632","1970","9","6",
"8073","86618","1970","8","2",
"8074","926","1992","4","7",
"8075","0","1985","9","3",
"8076","796","2008","7","9",
"8077","38","2007","7","1",
"8078","29538","1978","7","5",
"8079","7290496","1975","5","3",
"8080","0","1993","8","4",
"8081","0","1999","4","7",
"8082","4951","2003","4","8",
"8083","48","2001","3","8",
"8084","7875","1991","6","2",
"8085","8264","1977","4","4",
"8086","24","2016","5","1",
"8087","27215","2005","8","3",
"8088","48814","1988","4","7",
"8089","307","2021","7","4",
"8090","4","1982","3","5",
"8091","3145","1984","6","4",
"8092","518466249","2013","9","4",
"8093","99320211","2020","7","8",
"8094","599162","1973","6","1",
"8095","967699","2025","5","6",
"8096","140","1991","7","4",
"8097","922","2024","7","7",
"8098","7324","2024","8","2",
"8099","195","1990","3","5",
"8100","122788","1995","9","9",
"8101","8267","2005","4","5",
"8102","73387207","1990","2","9",
"8103","4908","2013","2","3",
"8104","223881416","2009","8","1",
"8105","9","1980","4","7",
"8106","0","1996","8","1",
"8107","514","1999","5","4",
"8108","4349","1980","5","2",
"8109","64452724","1976","1","1",
"8110","0","1971","3","6",
"8111","99292926","1996","5","5",
"8112","9","2015","3","8",
"8113","55146","1980","7","2",
"8114","149767","1976","9","3",
"8115","787","1975","5","2",
"8116","45113093","2013","4","1",
"8117","4352683","1975","2","8",
"8118","258","2007","2","7",
"8119","0","1992","5","7",
"8120","7002","1980","3","7",
"8121","70345","1989","9","4",
"8122","85","1996","9","6",
"8123","72","2021","2","8",
"8124","0","1970","7","8",
"8125","739091","1977","2","2",
"8126","7","2023","9","2",
"8127","93","1970","7","2",
"8128","57466","2003","6","9",
"8129","3","2024","1","4",
"8130","9022562","2013","9","6",
"8131","7","1981","3","7",
"8132","8882","2020","1","2",
"8133","0","2012","8","7",
"8134","17431","1987","2","1",
"8135","73129","1971","4","2",
"8136","48247","2023","4","4",
"8137","920","1976","6","4",
"8138","25","1995","6","5",
"8139","9","1979","3","7",
"8140","8455962","1982","7","7",
"8141","9244099","2017","5","1",
"8142","8","1990","4","7",
"8143","750779","2012","1","1",
"8144","67045","1986","5","1",
"8145","680","1994","4","2",
"8146","0","1999","7","6",
"8147","28991","1982","6","8",
"8148","0","1992","5","5",
"8149","377492558","2002","8","4",
"8150","67134392","1970","4","4",
"8151","96711","2014","2","4",
"8152","8","2010","9","2",
"8153","7","1977","6","7",
"8154","168","1976","3","6",
"8155","4","1987","2","2",
"8156","88717970","2007","9","6",
"8157","5228","2002","6","2",
"8158","34","2001","5","8",
"8159","77994629","1994","1","6",
"8160","93723043","2009","8","5",
"8161","52","2004","8","2",
"8162","0","2025","6","8",
"8163","3936579","1991","7","1",
"8164","0","2014","7","3",
"8165","2","1973","6","4",
"8166","22","2005","2","2",
"8167","41004","2005","4","8",
"8168","461338","2011","1","6",
"8169","53171","1971","5","9",
"8170","0","2019","5","2",
"8171","9160","1978","2","5",
"8172","0","1995","7","9",
"8173","557145","1988","9","2",
"8174","7616","2025","2","3",
"8175","66193913","2018","2","9",
"8176","57225","1973","7","5",
"8177","3231","2005","7","8",
"8178","0","1990","6","7",
"8179","2387416","2008","9","6",
"8180","98","1985","4","2",
"8181","54258","1980","8","2",
"8182","48686","2004","8","4",
"8183","96298","1992","9","7",
"8184","18071","2018","5","6",
"8185","76","2013","5","6",
"8186","36583888","2009","9","5",
"8187","4430","1971","4","6",
"8188","135662770","1973","3","8",
"8189","7","1974","3","1",
"8190","52","2010","2","5",
"8191","0","1972","3","2",
"8192","686","2006","2","9",
"8193","34","1974","3","5",
"8194","395","1974","7","3",
"8195","777661","1999","1","2",
"8196","505","2014","8","1",
"8197","29927","1977","8","2",
"8198","82916","2013","6","4",
"8199","7258","1995","7","8",
"8200","5530","1971","6","1",
"8201","751076817","1998","6","7",
"8202","9350214","2010","5","1",
"8203","0","1978","6","7",
"8204","432486364","1994","9","8",
"8205","261","1994","3","3",
"8206","1481","2010","4","4",
"8207","5274","2017","8","9",
"8208","924","2003","1","4",
"8209","3004047","2018","5","5",
"8210","0","1972","5","9",
"8211","0","2023","3","4",
"8212","1071903","1989","1","1",
"8213","884","2012","2","5",
"8214","0","2011","8","6",
"8215","83375066","1976","7","3",
"8216","951","2025","2","2",
"8217","427797","1984","2","6",
"8218","6510","1998","9","8",
"8219","9294854","2004","5","5",
"8220","0","1997","7","9",
"8221","1613","1997","9","2",
"8222","0","1983","5","4",
"8223","565151360","1982","1","2",
"8224","54031810","2024","8","3",
"8225","50808","1976","2","1",
"8226","3544476","1990","6","1",
"8227","267712768","1975","3","2",
"8228","1634656","1971","7","3",
"8229","5170855","2013","1","3",
"8230","3","2003","4","8",
"8231","826386","2025","6","3",
"8232","32514","1976","8","8",
"8233","4599","1970","2","8",
"8234","151014","2013","1","6",
"8235","7746","2007","5","5",
"8236","7343826","1990","8","6",
"8237","0","2020","9","5",
"8238","99","1977","8","7",
"8239","7573","1990","3","7",
"8240","946","1985","9","4",
"8241","4868","2000","8","6",
"8242","33203065","2021","6","1",
"8243","55","2023","9","6",
"8244","721206593","2025","8","2",
"8245","170","2018","2","3",
"8246","86181","1993","7","2",
"8247","860","2025","3","7",
"8248","4822","2001","7","6",
"8249","7679","1985","3","8",
"8250","759100","2016","6","3",
"8251","23018478","1984","1","5",
"8252","1203","2016","5","2",
"8253","0","2002","8","2",
"8254","702363093","1989","6","7",
"8255","8673","2019","7","1",
"8256","0","2003","5","7",
"8257","2","2020","9","7",
"8258","0","1985","2","8",
"8259","936964363","1997","9","5",
"8260","60989911","2004","2","9",
"8261","19","1995","9","9",
"8262","20877","2024","8","4",
"8263","23081","2004","7","1",
"8264","26714","1984","8","8",
"8265","7","2016","6","7",
"8266","14635020","2023","3","5",
"8267","51485","1994","1","2",
"8268","88177364","1984","9","1",
"8269","0","1990","6","8",
"8270","616187","1982","7","7",
"8271","5975","1981","9","2",
"8272","1924863","1982","6","7",
"8273","432","2014","2","5",
"8274","477","2023","6","6",
"8275","43","1980","9","2",
"8276","7","2007","1","9",
"8277","0","2017","9","4",
"8278","430528","1972","3","9",
"8279","64897","1998","2","8",
"8280","34594","1970","8","2",
"8281","828","2008","1","8",
"8282","0","2021","6","8",
"8283","74025","2024","2","4",
"8284","335241258","1989","5","6",
"8285","6","2004","3","1",
"8286","0","2020","3","4",
"8287","356","1979","3","2",
"8288","846227","1971","3","8",
"8289","625923","2015","2","9",
"8290","0","1999","2","8",
"8291","3571599","2013","6","9",
"8292","100204","1997","7","3",
"8293","8838199","1988","4","2",
"8294","78754","2000","5","2",
"8295","46792","1994","9","9",
"8296","886","2004","2","1",
"8297","59598172","1972","6","8",
"8298","5196","2008","8","5",
"8299","42","2014","6","8",
"8300","2274","1985","4","2",
"8301","5494","1985","6","1",
"8302","4257571","1993","7","2",
"8303","54479","1985","3","5",
"8304","530","2022","4","1",
"8305","5","2018","1","5",
"8306","195483603","2004","6","6",
"8307","41650105","2019","8","1",
"8308","839","2012","6","6",
"8309","45010","1978","6","7",
"8310","2","2021","4","3",
"8311","65","2007","7","5",
"8312","385","1983","5","9",
"8313","73554","1981","7","1",
"8314","0","1991","3","6",
"8315","31705","2021","6","8",
"8316","69785","1974","9","2",
"8317","50","2010","3","1",
"8318","670208807","2021","2","8",
"8319","0","2003","8","1",
"8320","391202981","1990","2","2",
"8321","1975","1995","7","5",
"8322","1840","2023","5","9",
"8323","726","2011","3","9",
"8324","30249","1986","4","4",
"8325","15997011","1972","5","8",
"8326","0","1986","4","2",
"8327","2469472","2009","2","6",
"8328","19","1973","4","9",
"8329","77029055","1994","7","1",
"8330","39366","1977","9","1",
"8331","339","1990","8","1",
"8332","0","1985","8","2",
"8333","477409","2001","1","1",
"8334","3","2024","4","1",
"8335","534932253","1982","9","7",
"8336","9133709","1988","8","8",
"8337","0","1981","5","8",
"8338","0","1973","3","1",
"8339","5181738","1971","1","1",
"8340","0","1983","4","9",
"8341","0","2005","6","1",
"8342","0","2007","8","6",
"8343","4145101","1979","3","1",
"8344","854","2006","6","3",
"8345","308","2018","7","9",
"8346","7250","1991","5","9",
"8347","98132","2018","5","9",
"8348","2730","2019","7","3",
"8349","17502","1990","3","9",
"8350","9970","2016","3","7",
"8351","44891155","1974","5","5",
"8352","795132004","2010","3","9",
"8353","434","2021","3","9",
"8354","95103","1984","7","7",
"8355","24290865","2019","3","3",
"8356","7154697","1996","2","8",
"8357","9017680","2014","7","2",
"8358","93713594","1993","4","9",
"8359","837816","2009","2","4",
"8360","594","2015","7","6",
"8361","830732195","2021","8","5",
"8362","0","2016","8","9",
"8363","954633471","2021","3","6",
"8364","630","2012","6","4",
"8365","1419","1997","3","2",
"8366","0","1999","3","1",
"8367","18244","2024","8","9",
"8368","94950743","2001","3","2",
"8369","7","2005","6","9",
"8370","0","1975","2","7",
"8371","35297","1978","9","8",
"8372","64166","1978","9","3",
"8373","60","1975","4","1",
"8374","446616111","2003","8","1",
"8375","5251600","2023","7","7",
"8376","3","2021","6","6",
"8377","71","1979","1","7",
"8378","50209","1987","3","6",
"8379","81577","1985","1","1",
"8380","167","2022","8","5",
"8381","0","1996","8","9",
"8382","714773","2004","4","7",
"8383","337207","2003","1","8",
"8384","1","2020","7","9",
"8385","6208","1991","5","3",
"8386","3108495","2005","6","3",
"8387","51429","2025","4","1",
"8388","48876332","1990","6","4",
"8389","1765","1976","8","9",
"8390","76086","1973","1","8",
"8391","93199406","2011","3","8",
"8392","418","2013","8","2",
"8393","952566232","1986","3","6",
"8394","6","1998","2","8",
"8395","840","2000","9","3",
"8396","88763","1989","8","9",
"8397","22844187","1983","4","1",
"8398","2571083","1985","9","2",
"8399","845447","1986","1","6",
"8400","10669400","2022","9","3",
"8401","200829","1977","6","6",
"8402","537","2022","7","1",
"8403","95","2007","3","8",
"8404","9254","2021","6","2",
"8405","50","2017","5","5",
"8406","483993709","2010","2","2",
"8407","41","1996","3","5",
"8408","629316","1996","7","4",
"8409","252851","2017","7","4",
"8410","0","2020","5","8",
"8411","0","1986","9","2",
"8412","9","2020","4","7",
"8413","0","1970","1","2",
"8414","8205","1997","7","9",
"8415","351148","1970","8","8",
"8416","6082977","1997","4","6",
"8417","170127132","2016","2","3",
"8418","0","1995","1","8",
"8419","6459155","1973","9","4",
"8420","580","2019","1","2",
"8421","139043","1981","3","5",
"8422","597592714","2015","2","9",
"8423","9","2022","6","4",
"8424","275785413","2003","4","8",
"8425","19999","1995","2","4",
"8426","86401","1986","5","7",
"8427","425114","1994","8","1",
"8428","2964","1971","6","5",
"8429","76","1978","2","4",
"8430","85266","1997","8","7",
"8431","66285259","1999","3","6",
"8432","0","2010","5","9",
"8433","9339400","1991","8","6",
"8434","103","2014","3","6",
"8435","22","2009","8","4",
"8436","0","1999","8","3",
"8437","774474197","1990","5","3",
"8438","5278","2005","3","6",
"8439","487","1974","7","3",
"8440","82","2025","9","1",
"8441","914366308","1991","4","9",
"8442","97879879","1988","2","4",
"8443","977462","2013","8","6",
"8444","72460","2020","7","2",
"8445","0","1981","8","9",
"8446","6","2004","7","8",
"8447","146","2007","7","7",
"8448","5014912","2018","5","7",
"8449","4492","1973","3","9",
"8450","6","2007","5","6",
"8451","19566","2005","5","8",
"8452","1606","1976","8","5",
"8453","52811791","1978","4","3",
"8454","25","1993","4","6",
"8455","543947","1971","6","4",
"8456","392964","1993","8","2",
"8457","0","2016","8","7",
"8458","29899","1998","9","1",
"8459","567","2020","3","5",
"8460","0","1970","1","8",
"8461","5282","1974","7","2",
"8462","6649990","1993","8","5",
"8463","5359928","1996","7","5",
"8464","0","1994","7","1",
"8465","79918","1988","2","6",
"8466","58408","2005","4","7",
"8467","621504","1992","1","9",
"8468","35379","1998","6","1",
"8469","3440267","1989","4","7",
"8470","5117820","1998","8","7",
"8471","8","2024","5","2",
"8472","797376866","2019","2","7",
"8473","971532619","2010","4","3",
"8474","811","2011","8","2",
"8475","797695","1973","7","5",
"8476","407310708","1971","8","2",
"8477","802","1999","5","7",
"8478","780","1997","1","5",
"8479","2694979","2010","8","3",
"8480","47","2007","4","8",
"8481","3116","2000","2","5",
"8482","62178","1986","9","1",
"8483","774","2013","9","9",
"8484","67","1983","5","9",
"8485","200550","1977","4","8",
"8486","3754","1987","2","9",
"8487","2","1999","4","5",
"8488","87823","1986","7","6",
"8489","36469","1987","5","2",
"8490","1540404","1971","6","8",
"8491","374279555","2007","3","8",
"8492","19513","1998","2","1",
"8493","52244314","1970","5","6",
"8494","0","2019","9","9",
"8495","785","1974","9","7",
"8496","6","1987","3","3",
"8497","86147","2016","7","3",
"8498","593109831","2001","1","8",
"8499","334883","1988","2","4",
"8500","0","2011","3","7",
"8501","69605","1999","4","8",
"8502","55","1985","4","9",
"8503","25","1983","7","2",
"8504","0","1990","2","2",
"8505","9347","1985","5","2",
"8506","7307","1996","1","5",
"8507","9526195","2019","6","7",
"8508","5","2005","6","6",
"8509","34721","1993","8","9",
"8510","262","1987","4","1",
"8511","57704","1988","5","7",
"8512","351439","1980","7","8",
"8513","172709","1995","4","6",
"8514","89788","2005","7","8",
"8515","391803209","1997","8","3",
"8516","96","2009","1","1",
"8517","0","1987","1","7",
"8518","783","1980","7","8",
"8519","9110422","1985","2","1",
"8520","830","2018","9","5",
"8521","209566","1977","9","5",
"8522","928236","1978","6","5",
"8523","38700907","1979","7","6",
"8524","114","1971","5","2",
"8525","0","2014","1","5",
"8526","5","2015","4","8",
"8527","471","1985","2","6",
"8528","45761013","2004","6","7",
"8529","91","1984","5","2",
"8530","0","1975","5","4",
"8531","7757141","1990","5","1",
"8532","8402","2007","6","5",
"8533","1","2006","5","1",
"8534","642981","2006","9","5",
"8535","27021257","1989","1","3",
"8536","0","2011","7","4",
"8537","9837772","2008","4","5",
"8538","136000","2005","2","8",
"8539","51973676","2001","6","9",
"8540","40841381","2017","8","7",
"8541","55131","1970","3","9",
"8542","253253","1984","6","7",
"8543","566","1980","3","4",
"8544","97622248","2023","4","2",
"8545","6","2012","9","4",
"8546","0","2023","7","8",
"8547","29868","1973","5","1",
"8548","7202868","1984","6","3",
"8549","73","1975","3","7",
"8550","2384","2008","6","4",
"8551","0","1992","9","4",
"8552","0","1997","1","8",
"8553","656319","2001","3","5",
"8554","646057","2019","8","8",
"8555","7225449","1997","6","3",
"8556","5302143","2016","5","1",
"8557","67","2015","9","7",
"8558","4","1979","4","5",
"8559","3159","2011","8","1",
"8560","0","1978","1","4",
"8561","0","1980","4","8",
"8562","66795102","2010","1","8",
"8563","9976077","1973","2","4",
"8564","9653340","1985","1","9",
"8565","0","2025","2","9",
"8566","30379","2009","5","3",
"8567","61","1990","9","8",
"8568","25681381","2016","9","6",
"8569","1064","1970","7","1",
"8570","65410708","1979","5","4",
"8571","5151","1972","2","8",
"8572","40399097","2017","4","9",
"8573","48835580","1980","1","1",
"8574","3707755","2022","8","7",
"8575","0","1978","2","2",
"8576","704565870","2025","9","4",
"8577","805700282","1979","5","3",
"8578","5082","2022","8","3",
"8579","32608","1970","5","3",
"8580","1140109","1986","2","7",
"8581","724690","1978","8","2",
"8582","34185650","1994","2","1",
"8583","34290","1989","6","3",
"8584","433214","1985","7","4",
"8585","6","2007","7","5",
"8586","74377059","2010","7","7",
"8587","5739","2007","8","9",
"8588","4556","2008","8","2",
"8589","940","1980","9","7",
"8590","589","1974","4","5",
"8591","7324488","1983","3","3",
"8592","80256","2018","4","2",
"8593","167800","1972","4","5",
"8594","1","2014","5","8",
"8595","927681","2010","5","7",
"8596","9915002","2015","6","5",
"8597","7","2003","9","7",
"8598","6","2010","2","4",
"8599","197537772","1994","5","7",
"8600","2827","1998","3","6",
"8601","2231","2012","7","5",
"8602","3898058","2015","8","2",
"8603","146591","1979","5","8",
"8604","97179","2006","7","2",
"8605","29474","1975","1","9",
"8606","4","2017","4","6",
"8607","59","2003","7","2",
"8608","64650","1974","3","3",
"8609","1231470","2021","9","6",
"8610","0","1995","6","6",
"8611","29214549","2008","4","2",
"8612","54270058","2013","1","7",
"8613","93299","2014","8","6",
"8614","1208941","2005","9","8",
"8615","68519181","2002","4","7",
"8616","518451466","1996","5","5",
"8617","932507","1979","5","3",
"8618","0","1991","6","2",
"8619","9089","1999","7","1",
"8620","79922","2008","9","5",
"8621","8223942","2005","4","9",
"8622","647560","2015","7","5",
"8623","4329","2004","2","6",
"8624","5169","2003","2","9",
"8625","742919","1971","6","1",
"8626","78906","1980","7","5",
"8627","6879387","1991","1","9",
"8628","5083","2000","1","4",
"8629","0","2000","9","3",
"8630","20019","2013","4","9",
"8631","9446030","2009","1","9",
"8632","333305139","2012","6","3",
"8633","1","1992","3","5",
"8634","2900590","2012","9","8",
"8635","2804","1987","5","4",
"8636","979687298","2018","9","1",
"8637","209734","1985","5","6",
"8638","9443271","2011","3","8",
